INSTRUMENTID_FE	REF_DATE	MARKET	RIC0	SYMBOL	SEDOL	MKT_SETTL_CONV	EXCHANGE_MARKET_CODE	FINAL_SETTLEMENT_DAYS	FIID	SSL_FEID	SSL_SNAPSHOT_DATE	MARKET_NAME	F_IS_PRIMARY
REGIONS FINANCL	20200831	XNYS	RF.N	RF		2		2	L_S_5a433a5e-1f2e-11e9-a2d0-b3645e528b7a_REGIONS FINANCL_TBRX	TBRX	30200831	Reuters Elektron	Y
PHILIP MORRIS EUR	20200831	PROS		PHMO-U		2		2	L_S_34154f5c-1f2e-11e9-a2d0-b3645e528b7a_PHILIP MORRIS EUR_TBRX	TBRX	30200831	Proxy IMI	N
TIT0I0.41 | 18 SEP 20 | C | A | .4100000000	20200831	XDMI	xJ:I897	TIT		1		2	O_ab305698-e2a7-11ea-88e0-76012705c10a_TIT0I0.41 | 18 SEP 20 | C | A | .4100000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
UBS GROUP N	20200831	XLON	135921	UBSG		2		2	L_S_5ab7647e-1f2e-11e9-a2d0-b3645e528b7a_UBS GROUP N_TBRX	TBRX	30200831	LSE Millennium	N
SPDR TECH SELECT	20200831	XLOM	147286	XLK		2		2	L_S_5a9d6bb4-1f2e-11e9-a2d0-b3645e528b7a_SPDR TECH SELECT_TBRX	TBRX	30200831	LSE Millennium	N
PSP CH PRPTY N	20200831	XSWX	CHF:S:4:CH0018294154	PSPN		2		2	L_S_5ae098a8-1f2e-11e9-a2d0-b3645e528b7a_PSP CH PRPTY N_TBRX	TBRX	30200831	Virtu	N
SX7E JUL22 CATM | 07 SEP 20 | C | E | 128.5600000000	20200831	XXXX	22603016			2		2	O_859810a2-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 CATM | 07 SEP 20 | C | E | 128.5600000000_TBRX	TBRX	30200831	Internal	Y
I06497	20200831	SEDX	864482	I06497		2		2	L_S_b3c53688-90e6-11ea-b430-b3e2b66d25c3_I06497_TBRX	TBRX	30200831	BIT SEDEX	Y
ENEL	20200831	PROS		ENEL	B0ZNK70	2		2	L_S_ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a_ENEL_TBRX	TBRX	30200831	Proxy Volatility	N
MIBO1F27000 | 18 JUN 21 | C | E | 27000.0000000000	20200831	XDMI	z2:I4DA	MIBO		1		1	O_4e2ae332-1f30-11e9-a2d0-b3645e528b7a_MIBO1F27000 | 18 JUN 21 | C | E | 27000.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
0_EUR_BANK C 65.822 22 - 5609 | 25 MAR 22 | C | E | 65.8220420000	20200831	XXXX	30175092	5609		1		1	O_23d2b320-73f4-11ea-8b40-9f5ca9b415b9_0_EUR_BANK C 65.822 22 - 5609 | 25 MAR 22 | C | E | 65.8220420000_TBRX	TBRX	30200831	Internal	Y
OTC SD3E c2200 DEC24 - JPM | 20 DEC 24 | C | E | 2200.0000000000	20200831	XXXX	24293945			2		2	O_c0446b5e-7710-11e9-9400-98972329be46_OTC SD3E c2200 DEC24 - JPM | 20 DEC 24 | C | E | 2200.0000000000_TBRX	TBRX	30200831	OTC Derivatives	Y
FXXE 202009 | SEP 20	20200831	XEUR	4632020	FXXE		2		2	L_S_499adf34-254c-11ea-af50-2dba816f6810_FXXE 202009 | SEP 20_TBRX	TBRX	30200831	Eurex NTA	Y
NIELSEN HOLDINGS PLC	20200831	XNYS	USD:N:4:GB00BWFY5505	NLSN		2		2	L_S_5ae65ae0-1f2e-11e9-a2d0-b3645e528b7a_NIELSEN HOLDINGS PLC_TBRX	TBRX	30200831	Virtu	N
EP3 SX7E JUL22 BDT	20200831	XXXX	29559			2		2	L_S_342abc98-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX7E JUL22 BDT_TBRX	TBRX	30200831	Internal	N
SX5E JAN24 CCAP | 24 JAN 24 | C | E | 4739.1450000000	20200831	XXXX	26772518			2		2	O_7e8b3ef6-62b4-11e9-b160-4ad6f9df0bf5_SX5E JAN24 CCAP | 24 JAN 24 | C | E | 4739.1450000000_TBRX	TBRX	30200831	Internal	Y
THE TRD DESK INC	20200831	XNAS	TTD.O	TTD		2		2	L_S_5ac44342-1f2e-11e9-a2d0-b3645e528b7a_THE TRD DESK INC_TBRX	TBRX	30200831	Reuters Elektron	Y
ENI2F13 | 17 JUN 22 | C | A | 13.0000000000	20200831	XXXX	zp:I4H5	ENI		1		2	O_97f9efde-494d-11e9-9970-3027219c6795_ENI2F13 | 17 JUN 22 | C | A | 13.0000000000_TBRX	TBRX	30200831	Internal	N
BAY 202106 C 68 | 18 JUN 21 | C | A | 68.0000000000	20200831	XEUR	3300153	BAY		2		2	O_f648d510-1f30-11e9-a2d0-b3645e528b7a_BAY 202106 C 68 | 18 JUN 21 | C | A | 68.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
Procure Space ETF	20200831	XNAS	USD:O:4:US74280R2058	UFO		2		2	L_S_62d6d280-cc10-11ea-d043-828c83454fbb_Procure Space ETF_TBRX	TBRX	30200831	Virtu	N
5_GAS FEB24 CALL 11.87 OTC - EPSILON | 12 FEB 24 | C | E | 11.8700000000	20200831	XXXX	26855303			1		5	O_c12527f2-7710-11e9-9400-98972329be46_5_GAS FEB24 CALL 11.87 OTC - EPSILON | 12 FEB 24 | C | E | 11.8700000000_TBRX	TBRX	30200831	OTC Derivatives	Y
CNHI0I6.20 | 18 SEP 20 | C | A | 6.2000000000	20200831	XDMI	t6:I0H3	CNHI		1		2	O_75a935b2-579c-11ea-9e80-7a2e2d6fbb3b_CNHI0I6.20 | 18 SEP 20 | C | A | 6.2000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
BMW MAR21 CALL 37.703 OTC - EPSILON | 15 MAR 21 | C | E | 37.7030000000	20200831	XXXX	27161509			7		5	O_bc617216-7710-11e9-9400-98972329be46_BMW MAR21 CALL 37.703 OTC - EPSILON | 15 MAR 21 | C | E | 37.7030000000_TBRX	TBRX	30200831	OTC Derivatives	Y
Proofpoint Inc	20200831	XNAS	PFPT.O	PFPT		2		2	L_S_6fe37681-f018-11e9-8a76-689ad0275c8f_Proofpoint Inc_TBRX	TBRX	30200831	Reuters Elektron	Y
UNITED CNTNTL HD	20200831	XLON	146393	UAL		2		2	L_S_5a90067c-1f2e-11e9-a2d0-b3645e528b7a_UNITED CNTNTL HD_TBRX	TBRX	30200831	LSE Millennium	N
ATL0I17.50 | 18 SEP 20 | C | A | 17.5000000000	20200831	XDMI	z8:I885	ATL		1		2	O_885a27b8-ddc9-11e9-9eb0-e7766f5ef7bc_ATL0I17.50 | 18 SEP 20 | C | A | 17.5000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
OESX 202112 C 6000 | 17 DEC 21 | C | E | 6000.0000000000	20200831	XEUR	27758	OESX		2		2	O_f3839400-1f30-11e9-a2d0-b3645e528b7a_OESX 202112 C 6000 | 17 DEC 21 | C | E | 6000.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
ABB LTD N	20200831	XSWX	ABBN.S	ABBN		2		2	L_S_25336438-514c-11e9-b8d0-ec23cf8de3db_ABB LTD N_TBRX	TBRX	30200831	Reuters Elektron	Y
TAIWAN SEMICOND	20200831	XNYS	USD:N:4:US8740391003	0LCV	B16FT19	2		2	L_S_5a72ed94-1f2e-11e9-a2d0-b3645e528b7a_TAIWAN SEMICOND_TBRX	TBRX	30200831	Virtu	N
ENEL	20200831	MTAA	441	ENEL	B0ZNK70	2		2	L_S_ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a_ENEL_TBRX	TBRX	30200831	BIT MTA	Y
EP CED FTMIB JAN25 PATM | 29 JAN 25 | P | E | 19771.5500000000	20200831	XXXX	26768687			2		5	O_7d3d0ac0-62b4-11e9-b160-4ad6f9df0bf5_EP CED FTMIB JAN25 PATM | 29 JAN 25 | P | E | 19771.5500000000_TBRX	TBRX	30200831	Internal	Y
BEIERSDORF	20200831	PROS		BEI		2		2	L_S_efa08362-1f2a-11e9-a2d0-b3645e528b7a_BEIERSDORF_TBRX	TBRX	30200831	Proxy IMI	N
DUKE ENERGY	20200831	XNYS	DUK.N	DUK		2		2	L_S_5ad03b16-1f2e-11e9-a2d0-b3645e528b7a_DUKE ENERGY_TBRX	TBRX	30200831	Reuters Elektron	Y
FACEBOOK EUR	20200831	MTAH	823791	FB-U		2		2	L_S_efa2ebd4-1f2a-11e9-a2d0-b3645e528b7a_FACEBOOK EUR_TBRX	TBRX	30200831	BIT MTA	N
FACEBOOK EUR	20200831	PROS		FB-U		2		2	L_S_efa2ebd4-1f2a-11e9-a2d0-b3645e528b7a_FACEBOOK EUR_TBRX	TBRX	30200831	Proxy IMI	N
PRT	20200831	XXXX	7168	PRT	B28H1M5	2		2	L_S_ef9f186a-1f2a-11e9-a2d0-b3645e528b7a_PRT_TBRX	TBRX	30200831	Internal	N
Carrier Global Corp	20200831	XNYS	CARR.N	CARR		2		2	L_S_8daff135-9386-11ea-d6f2-ab793c79e5a1_Carrier Global Corp_TBRX	TBRX	30200831	Reuters Elektron	Y
PIRC0X4 | 18 DEC 20 | P | A | 4.0000000000	20200831	XDMI	h6:ILW0	PIRC		1		2	O_994029d0-494d-11e9-9970-3027219c6795_PIRC0X4 | 18 DEC 20 | P | A | 4.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
PLAYTECH	20200831	XLON	126054	PTEC	B7S9G98	2		2	L_S_5b05c114-1f2e-11e9-a2d0-b3645e528b7a_PLAYTECH_TBRX	TBRX	30200831	LSE Millennium	Y
ENI0L15 | 18 DEC 20 | C | A | 15.0000000000	20200831	XXXX	zp:I0I4	ENI		1		2	O_4d28c5a8-1f30-11e9-a2d0-b3645e528b7a_ENI0L15 | 18 DEC 20 | C | A | 15.0000000000_TBRX	TBRX	30200831	Internal	N
VONOVIA	20200831	MTAH	797727	VNA		2		2	L_S_ef9f762a-1f2a-11e9-a2d0-b3645e528b7a_VONOVIA_TBRX	TBRX	30200831	BIT MTA	N
FERRARI N V	20200831	XNYS	USD:N:4:NL0011585146	RACE		2		2	L_S_25161afe-514c-11e9-b8d0-ec23cf8de3db_FERRARI N V_TBRX	TBRX	30200831	Virtu	N
CLOUDERA INC	20200831	XLON	146953	CLDR		2		2	L_S_5a98c8f2-1f2e-11e9-a2d0-b3645e528b7a_CLOUDERA INC_TBRX	TBRX	30200831	LSE Millennium	N
SX5E FEB24 CALL50 OTC - EPSILON | 12 FEB 24 | C | E | 1622.3950000000	20200831	XXXX	26854979			9		5	O_c1161fbe-7710-11e9-9400-98972329be46_SX5E FEB24 CALL50 OTC - EPSILON | 12 FEB 24 | C | E | 1622.3950000000_TBRX	TBRX	30200831	OTC Derivatives	Y
TRIPADVISOR INC USD	20200831	XZIM		TRIP		2		2	L_S_5af1e360-1f2e-11e9-a2d0-b3645e528b7a_TRIPADVISOR INC USD_TBRX	TBRX	30200831	Proxy Structured	N
Cronos Group	20200831	XNAS	USD:O:4:CA22717L1013	CRON		2		2	L_S_4a301501-9c3b-11ea-ae57-130361979292_Cronos Group_TBRX	TBRX	30200831	Virtu	N
Vistas Media Acquisition	20200831	XNAS	VMACU.O	VMACU		2		2	L_S_dccbe58e-d278-11ea-27df-fffecb056299_Vistas Media Acquisition_TBRX	TBRX	30200831	Reuters Elektron	Y
SXKE SEP20 CATM | 03 SEP 20 | C | E | 377.6100000000	20200831	XXXX	18984255			2		5	O_8224e1ac-62b4-11e9-b160-4ad6f9df0bf5_SXKE SEP20 CATM | 03 SEP 20 | C | E | 377.6100000000_TBRX	TBRX	30200831	Internal	Y
BPE	20200831	MTAH	10	BPE	B28F9P8	2		2	L_S_efa3b1d6-1f2a-11e9-a2d0-b3645e528b7a_BPE_TBRX	TBRX	30200831	Borsa Italiana TAH	N
OPT_SXKE SEP20 CATM - 3548 | 03 SEP 20 | C | E | 377.6100000000	20200831	XXXX	30678662	3548		2		5	O_bb28f44a-9e9d-11ea-a0a0-6b77645bee53_OPT_SXKE SEP20 CATM - 3548 | 03 SEP 20 | C | E | 377.6100000000_TBRX	TBRX	30200831	Internal	Y
ENEL0I8.80 | 18 SEP 20 | C | A | 8.8000000000	20200831	XDMI	zc:IQL6	ENEL		1		2	O_37c6c60a-fbae-11e9-ae20-eb819e47cd6d_ENEL0I8.80 | 18 SEP 20 | C | A | 8.8000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
L BRANDS INC	20200831	XNYS	LB.N	LB		2		2	L_S_5aa19efa-1f2e-11e9-a2d0-b3645e528b7a_L BRANDS INC_TBRX	TBRX	30200831	Reuters Elektron	Y
SPX Sep0 3300.0C | 18 SEP 20 | C | E | 3300.0000000000	20200831	OPRA	SPXi182033000.U	SPX		2		2	O_731e060e-90c5-11e9-8de0-b0e7b3c240fb_SPX Sep0 3300.0C | 18 SEP 20 | C | E | 3300.0000000000_TBRX	TBRX	30200831	Reuters Elektron	Y
ESSILOR INTL	20200831	ETLX	513205	ESL		2		2	L_S_ef9ea4c0-1f2a-11e9-a2d0-b3645e528b7a_ESSILOR INTL_TBRX	TBRX	30200831	EuroTLX Equities	N
SGE 202012 C 31 | 18 DEC 20 | C | A | 31.0000000000	20200831	XEUR	3830368	SGE		2		2	O_e0ea8452-39b6-11e9-aa00-490041a9bcec_SGE 202012 C 31 | 18 DEC 20 | C | A | 31.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
MELLANOX TECH	20200831	XNAS	USD:O:4:IL0011017329	MLNX		2		2	L_S_25197d5c-514c-11e9-b8d0-ec23cf8de3db_MELLANOX TECH_TBRX	TBRX	30200831	Virtu	N
ENI1L6.80 | 17 DEC 21 | C | A | 6.8000000000	20200831	XDMI	zp:IO65	ENI		1		2	O_4db4cef4-1f30-11e9-a2d0-b3645e528b7a_ENI1L6.80 | 17 DEC 21 | C | A | 6.8000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
CFR	20200831	XNYS	USD:N:4:US2298991090	CFR		2		2	L_S_838a96a4-a49f-11e9-aee0-5d4c9f0d4853_CFR_TBRX	TBRX	30200831	Virtu	N
TOTAL	20200831	ETLX	501062	TOT		2		2	L_S_ef9c7be6-1f2a-11e9-a2d0-b3645e528b7a_TOTAL_TBRX	TBRX	30200831	EuroTLX Equities	N
LULULEMON ATHLCA	20200831	XNAS	LULU.O	LULU		2		2	L_S_5ac4e8ba-1f2e-11e9-a2d0-b3645e528b7a_LULULEMON ATHLCA_TBRX	TBRX	30200831	Reuters Elektron	Y
Coty Inc	20200831	XNYS	COTY.N	COTY		2		2	L_S_5aeae574-1f2e-11e9-a2d0-b3645e528b7a_Coty Inc_TBRX	TBRX	30200831	Reuters Elektron	Y
FCA0U9 | 18 SEP 20 | P | A | 9.0000000000	20200831	XDMI	tN:IPX9	FCA		1		2	O_87b2fc7c-ddc9-11e9-9eb0-e7766f5ef7bc_FCA0U9 | 18 SEP 20 | P | A | 9.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
CISCO SYSTEMS EUR	20200831	ETLX	501108	CIS-U		2		2	L_S_e359b762-1f2b-11e9-a2d0-b3645e528b7a_CISCO SYSTEMS EUR_TBRX	TBRX	30200831	EuroTLX Equities	N
I06119	20200831	SEDX	857705	I06119		2		2	L_S_d3acc4b6-5211-11ea-8640-38c7f938b954_I06119_TBRX	TBRX	30200831	BIT SEDEX	Y
OESX 202312 P 1700 | 15 DEC 23 | P | E | 1700.0000000000	20200831	XEUR	1925694	OESX		2		2	O_f9a39a4c-1f30-11e9-a2d0-b3645e528b7a_OESX 202312 P 1700 | 15 DEC 23 | P | E | 1700.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
PIRC I5.5217 Sep22 - OTC - ISP BtB | 26 SEP 22 | C | E | 5.5217000000	20200831	XXXX	28486821			60		2	O_9df61c74-dede-11e9-b210-46dcbf42c172_PIRC I5.5217 Sep22 - OTC - ISP BtB | 26 SEP 22 | C | E | 5.5217000000_TBRX	TBRX	30200831	OTC Derivatives	Y
AVERGRAD	20200831	XNYS	AGR.N	AGR		2		2	L_S_55a5a184-6809-11e9-b5c0-567da512d6fc_AVERGRAD_TBRX	TBRX	30200831	Reuters Elektron	Y
SPX DEC21 CCAP | 23 DEC 21 | C | E | 3034.4060000000	20200831	XXXX	19630853			2		5	O_7f44c5ec-62b4-11e9-b160-4ad6f9df0bf5_SPX DEC21 CCAP | 23 DEC 21 | C | E | 3034.4060000000_TBRX	TBRX	30200831	Internal	Y
QUALCOMM INC USD	20200831	XNAS	QCOM.O	QCOM		2		2	L_S_5a49b460-1f2e-11e9-a2d0-b3645e528b7a_QUALCOMM INC USD_TBRX	TBRX	30200831	Reuters Elektron	Y
AXA 202312 P 20 | 15 DEC 23 | P | A | 20.0000000000	20200831	XEUR	3687304	AXA		2		2	O_f7cbf6c4-1f30-11e9-a2d0-b3645e528b7a_AXA 202312 P 20 | 15 DEC 23 | P | A | 20.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
Fastly	20200831	XNYS	FSLY.N	FSLY		2		2	L_S_f833e98d-2d70-11ea-f47a-e4f7cfc1999a_Fastly_TBRX	TBRX	30200831	Reuters Elektron	Y
SD3E JUN19 BDT C66.66 4Y | 22 JUN 23 | C | E | 1277.9600000000	20200831	XXXX	27932273			2		2	O_25ba7e5c-9885-11e9-aad0-484e8dce6db3_SD3E JUN19 BDT C66.66 4Y | 22 JUN 23 | C | E | 1277.9600000000_TBRX	TBRX	30200831	Internal	Y
OEXD 202012 P 105 | 18 DEC 20 | P | E | 105.0000000000	20200831	XEUR	1549370	OEXD		2		2	O_f9359682-1f30-11e9-a2d0-b3645e528b7a_OEXD 202012 P 105 | 18 DEC 20 | P | E | 105.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
ENERGY TRANSFER	20200831	XNYS	ET.N	0S1Z	BD6TDV3	2		2	L_S_5a657cf4-1f2e-11e9-a2d0-b3645e528b7a_ENERGY TRANSFER_TBRX	TBRX	30200831	Reuters Elektron	Y
PGEN	20200831	XNAS	PGEN.O	PGEN		2		2	L_S_736cc2f5-9c22-11ea-ae57-130361979292_PGEN_TBRX	TBRX	30200831	Reuters Elektron	Y
G	20200831	MTAH	1	G	B0YQ650	2		2	L_S_ef9f4880-1f2a-11e9-a2d0-b3645e528b7a_G_TBRX	TBRX	30200831	Borsa Italiana TAH	N
ENEL1R7 | 18 JUN 21 | P | A | 7.0000000000	20200831	XDMI	zc:IZ97	ENEL		1		2	O_a3c020b0-b44d-11ea-91c0-94d1ccfa987c_ENEL1R7 | 18 JUN 21 | P | A | 7.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
RWE	20200831	XXXX	20725	RWE		2		2	L_S_efa3419c-1f2a-11e9-a2d0-b3645e528b7a_RWE_TBRX	TBRX	30200831	Internal	N
ENI0L17 | 18 DEC 20 | C | A | 17.0000000000	20200831	XDMI	zp:I4I4	ENI		1		2	O_4cf7fa72-1f30-11e9-a2d0-b3645e528b7a_ENI0L17 | 18 DEC 20 | C | A | 17.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
BRASKEM SA	20200831	XNYS	USD:N:4:US1055321OLD	BAK		2		2	L_S_25160636-514c-11e9-b8d0-ec23cf8de3db_BRASKEM SA_TBRX	TBRX	30200831	Virtu	N
SD3E MAR26 CATM | 26 MAR 26 | C | E | 1957.2200000000	20200831	XXXX	28496760			2		2	O_116c52b4-e03c-11e9-a220-4100c975c478_SD3E MAR26 CATM | 26 MAR 26 | C | E | 1957.2200000000_TBRX	TBRX	30200831	Internal	Y
CERT SD3E APR26 BDT C66.66 3Y | 26 APR 22 | C | E | 1363.5535000000	20200831	XXXX	27480683			2		2	O_b9c138c0-7710-11e9-9400-98972329be46_CERT SD3E APR26 BDT C66.66 3Y | 26 APR 22 | C | E | 1363.5535000000_TBRX	TBRX	30200831	Internal	Y
PROSIEBENSAT	20200831	ETLX	513232	PSM		2		2	L_S_ef9fb4a0-1f2a-11e9-a2d0-b3645e528b7a_PROSIEBENSAT_TBRX	TBRX	30200831	EuroTLX Equities	N
DASSAULT AVIATION	20200831	XPAR	1110515	AM	B28GPS6	2		2	L_S_6e460098-1f2b-11e9-a2d0-b3645e528b7a_DASSAULT AVIATION_TBRX	TBRX	30200831	Euronext Optiq	Y
Cincinnati Bell	20200831	XNYS	USD:N:4:US1718715022	CBB		2		2	L_S_6e8ddc24-bd0a-11e9-a380-e80223fbc853_Cincinnati Bell_TBRX	TBRX	30200831	Virtu	N
AXA	20200831	MTAH	23418	AXA		2		2	L_S_efa1213c-1f2a-11e9-a2d0-b3645e528b7a_AXA_TBRX	TBRX	30200831	BIT MTA	N
AXA	20200831	PROS		AXA		2		2	L_S_efa1213c-1f2a-11e9-a2d0-b3645e528b7a_AXA_TBRX	TBRX	30200831	Proxy IMI	N
EP CED DEC25 SX5E DEC25 CALL50 5Y | 21 DEC 23 | C | E | 1493.2650000000	20200831	XXXX	26567802			1		1	O_7bb38f12-62b4-11e9-b160-4ad6f9df0bf5_EP CED DEC25 SX5E DEC25 CALL50 5Y | 21 DEC 23 | C | E | 1493.2650000000_TBRX	TBRX	30200831	Internal	Y
COMPASS GROUP	20200831	XLON	143387	CPG	BD6K457	2		2	L_S_5afb75e2-1f2e-11e9-a2d0-b3645e528b7a_COMPASS GROUP_TBRX	TBRX	30200831	LSE Millennium	Y
HSIQ0 | AUG 20	20200831	XHKF	HSIQ0	HSIQ0		2		2	L_S_1d2c1cf4-d8c7-11ea-8c87-ae529049f1f1_HSIQ0 | AUG 20_TBRX	TBRX	30200831	Reuters Elektron	Y
FCA0I9 | 18 SEP 20 | C | A | 9.0000000000	20200831	XDMI	tN:IOX9	FCA		1		2	O_88dad7e6-ddc9-11e9-9eb0-e7766f5ef7bc_FCA0I9 | 18 SEP 20 | C | A | 9.0000000000_TBRX	TBRX	30200831	Borsa Italiana IDEM	Y
STM	20200831	MTAH	16	STM	B1FSSD4	2		2	L_S_ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a_STM_TBRX	TBRX	30200831	Borsa Italiana TAH	N
OPT_SD3E MAR22 CCAP - 3707 | 29 MAR 22 | C | E | 2738.5650000000	20200831	XXXX	30678693	3707		2		5	O_bb740584-9e9d-11ea-a0a0-6b77645bee53_OPT_SD3E MAR22 CCAP - 3707 | 29 MAR 22 | C | E | 2738.5650000000_TBRX	TBRX	30200831	Internal	Y
MasTec	20200831	XNYS	MTZ.N	MTZ		2		2	L_S_7b298451-5cac-11ea-5895-a4c5179d30b5_MasTec_TBRX	TBRX	30200831	Reuters Elektron	Y
ALTABA	20200831	XFRA	ALA1.F	AABA-U		2		2	L_S_ef9c1868-1f2a-11e9-a2d0-b3645e528b7a_ALTABA_TBRX	TBRX	30200831	Reuters Elektron	N
ISHR FTSE 250	20200831	XLON	6761	MIDD	B00FV12	2		2	L_S_fa75730a-ad5b-11e9-a010-dbedd71ff5a9_ISHR FTSE 250_TBRX	TBRX	30200831	LSE Millennium	Y
PAYCOM SOFTWARE	20200831	XNYS	PAYC.N	0KGH	BG05Y93	2		2	L_S_5aefea92-1f2e-11e9-a2d0-b3645e528b7a_PAYCOM SOFTWARE_TBRX	TBRX	30200831	Reuters Elektron	Y
BRISTOL MYERS SQ	20200831	XNYS	USD:N:4:US1101221083	BMY		2		2	L_S_5ad1f3ac-1f2e-11e9-a2d0-b3645e528b7a_BRISTOL MYERS SQ_TBRX	TBRX	30200831	Virtu	N
I06446	20200831	SEDX	864488	I06446		2		2	L_S_b3f1e2aa-90e6-11ea-b430-b3e2b66d25c3_I06446_TBRX	TBRX	30200831	BIT SEDEX	Y
MASTERCARD I ORD	20200831	XLON	145782	MA		2		2	L_S_5a4538b8-1f2e-11e9-a2d0-b3645e528b7a_MASTERCARD I ORD_TBRX	TBRX	30200831	LSE Millennium	N
OESX 202312 C 2500 | 15 DEC 23 | C | E | 2500.0000000000	20200831	XEUR	709713	OESX		2		2	O_f44a4884-1f30-11e9-a2d0-b3645e528b7a_OESX 202312 C 2500 | 15 DEC 23 | C | E | 2500.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
REGIONS FINANCL	20200831	XNYS	USD:N:4:US7591EP1005	RF		2		2	L_S_5a433a5e-1f2e-11e9-a2d0-b3645e528b7a_REGIONS FINANCL_TBRX	TBRX	30200831	Virtu	N
PHILIP MORRIS EUR	20200831	XETR	4473172	PHMO-U		2		2	L_S_34154f5c-1f2e-11e9-a2d0-b3645e528b7a_PHILIP MORRIS EUR_TBRX	TBRX	30200831	Xetra T7	Y
BMW FEB22 CALL36.58 OTC - EPSILON | 11 FEB 22 | C | E | 36.5800000000	20200831	XXXX	26855254			6		5	O_c122aa4a-7710-11e9-9400-98972329be46_BMW FEB22 CALL36.58 OTC - EPSILON | 11 FEB 22 | C | E | 36.5800000000_TBRX	TBRX	30200831	OTC Derivatives	Y
NOA3 202012 C 4 | 18 DEC 20 | C | A | 4.0000000000	20200831	XEUR	1890583	NOA3		2		2	O_f973cac4-1f30-11e9-a2d0-b3645e528b7a_NOA3 202012 C 4 | 18 DEC 20 | C | A | 4.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
SPDR TECH SELECT	20200831	ARCX	USD:P:4:US81369Y8030	XLK		2		2	L_S_5a9d6bb4-1f2e-11e9-a2d0-b3645e528b7a_SPDR TECH SELECT_TBRX	TBRX	30200831	Virtu	N
ORANGE	20200831	XLON	31152	FTE		2		2	L_S_efa43110-1f2a-11e9-a2d0-b3645e528b7a_ORANGE_TBRX	TBRX	30200831	LSE Millennium	N
ENI0L14 | 18 DEC 20 | C | A | 14.0000000000	20200831	XXXX	zp:IYH4	ENI		1		2	O_4e20d798-1f30-11e9-a2d0-b3645e528b7a_ENI0L14 | 18 DEC 20 | C | A | 14.0000000000_TBRX	TBRX	30200831	Internal	N
QFUNO	20200831	XXXX	55123	QFUNO		2		2	L_S_efa0a982-1f2a-11e9-a2d0-b3645e528b7a_QFUNO_TBRX	TBRX	30200831	Internal	N
OESX 202112 P 3700 | 17 DEC 21 | P | E | 3700.0000000000	20200831	XEUR	715637	OESX		2		2	O_f44a9fd2-1f30-11e9-a2d0-b3645e528b7a_OESX 202112 P 3700 | 17 DEC 21 | P | E | 3700.0000000000_TBRX	TBRX	30200831	Eurex NTA	Y
ENEL	20200831	XZIM		ENEL	B0ZNK70	2		2	L_S_ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a_ENEL_TBRX	TBRX	30200831	Proxy Structured	N
BEIERSDORF	20200831	XLON	25179	BEI		2		2	L_S_efa08362-1f2a-11e9-a2d0-b3645e528b7a_BEIERSDORF_TBRX	TBRX	30200831	LSE Millennium	N
SBA COMMS CORP	20200831	XLON	146284	SBAC		2		2	L_S_5a4a3e6c-1f2e-11e9-a2d0-b3645e528b7a_SBA COMMS CORP_TBRX	TBRX	30200831	LSE Millennium	N
SX7E OTC PUT 85 DEC22 -  STRUTTURATI | 16 DEC 22 | P | E | 85.0000000000	20200831	XXXX	28198276			2		2	O_1330f07c-ba8b-11e9-92a0-f780db739741_SX7E OTC PUT 85 DEC22 -  STRUTTURATI | 16 DEC 22 | P | E | 85.0000000000_TBRX	TBRX	30200831	OTC Derivatives	Y
ENI MAR24 CALL 7.99 OTC - EPSILON | 13 MAR 24 | C | E | 7.9900000000	20200831	XXXX	27161273			10		5	O_bc4f0c52-7710-11e9-9400-98972329be46_ENI MAR24 CALL 7.99 OTC - EPSILON | 13 MAR 24 | C | E | 7.9900000000_TBRX	TBRX	30200831	OTC Derivatives	Y
NIELSEN HOLDINGS PLC	20200831	XNYS	NLSN.N	NLSN		2		2	L_S_5ae65ae0-1f2e-11e9-a2d0-b3645e528b7a_NIELSEN HOLDINGS PLC_TBRX	TBRX	30200831	Reuters Elektron	Y
