ISS_NUMOUT	INSTRUMENTID_FE	ISS_PRICE	UNDERLYINGID	MKT_TRDCLAUSE	MKT_SETTL_CONV	F_TAX_CREDIT	MKT_SETTL_TYPE	ORIGINAL_CURRENCY	RIC3	RIC1	RIC2	RIC0	ISSUERID	MKT_SETTL_PAYSHIFT	FIID	MKT_SETTLRULE	GUARANTOR	LOTSIZE1	LOTSIZE0	MARKET	CURRENCY	F_GUARANTED	SSL_SNAPSHOT_DATE	ISIN	DESCRIPTION	QUOTATION	ISS_NUM	F_QPERCENTAGE	UNDERLYINGID_FE	LEADMANAGER	ISS_DATE	SENIORITY	F_QDIRTY	SSL_FEID	SECURITY_DEATH	F_DIVIDEND_GEN_MODE	REF_DATE	CLEARING_CENTER_NAME
	SHL		L_S_e35f524e-1f2b-11e9-a2d0-b3645e528b7a_SHL_TBRX				Cash						Siemens Healthineers AG_TBRX		L_S_e35f524e-1f2b-11e9-a2d0-b3645e528b7a_SHL_TBRX				1.0000000000	 	EUR		30200831.0000000000	DE000SHL1006	SIEMENS HEALTHINEERS		0		SHL		20180907		0	TBRX			20200831	
	IMMOBEL		L_S_6e413270-1f2b-11e9-a2d0-b3645e528b7a_IMMOBEL_TBRX				Cash						0A4432_TBRX		L_S_6e413270-1f2b-11e9-a2d0-b3645e528b7a_IMMOBEL_TBRX				1.0000000000	 	EUR		30200831.0000000000	BE0003599108	IMMOBEL		0		IMMOBEL		20101015		0	TBRX			20200831	
	AUSTRIA MICROSYS		L_S_5a7cfa50-1f2e-11e9-a2d0-b3645e528b7a_AMS_TBRX				Cash						ams AG_TBRX		L_S_34380272-1f2e-11e9-a2d0-b3645e528b7a_AUSTRIA MICROSYS_TBRX				1.0000000000	 	EUR		30200831.0000000000	AT0000A18XM4	AMS		0		AMS		20180517		0	TBRX			20200831	
	IRC		L_S_efa321ee-1f2a-11e9-a2d0-b3645e528b7a_IRC_TBRX				Cash						IRCE_TBRX		L_S_efa321ee-1f2a-11e9-a2d0-b3645e528b7a_IRC_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0001077780	IRCE		0		IRC		20081110		0	TBRX			20200831	
	BENETEAU		L_S_6e42d0a8-1f2b-11e9-a2d0-b3645e528b7a_BENETEAU_TBRX				Cash						0D3645_TBRX		L_S_6e42d0a8-1f2b-11e9-a2d0-b3645e528b7a_BENETEAU_TBRX				1.0000000000	 	EUR		30200831.0000000000	FR0000035164	BENETEAU		0		BENETEAU		20090415		0	TBRX			20200831	
	FTSE MIB		L_S_7d286b02-5151-11e9-b8d0-ec23cf8de3db_FTSE MIB_TBRX				Cash								L_S_7d286b02-5151-11e9-b8d0-ec23cf8de3db_FTSE MIB_TBRX				5.0000000000	 	EUR		30200831.0000000000	IT0003465736	FTSE MIB		0		FTSE MIB				0	TBRX			20200831	
	NAVISTAR INTL		L_S_2515ba8c-514c-11e9-b8d0-ec23cf8de3db_NAVISTAR INTL_TBRX				Cash								L_S_2515ba8c-514c-11e9-b8d0-ec23cf8de3db_NAVISTAR INTL_TBRX				1.0000000000	 	USD		30200831.0000000000	US63934E1082	NAVISTAR INTL		0		NAVISTAR INTL				0	TBRX			20200831	
	CARNIVAL CORP		L_S_5a53b334-1f2e-11e9-a2d0-b3645e528b7a_CARNIVAL CORP_TBRX				Cash						0B8721_TBRX		L_S_5a53b334-1f2e-11e9-a2d0-b3645e528b7a_CARNIVAL CORP_TBRX				1.0000000000	 	USD		30200831.0000000000	PA1436583006	CARNIVAL ORD		0		CARNIVAL CORP		20180118		0	TBRX			20200831	
	ABBOTT LABS		L_S_24fe37c2-514c-11e9-b8d0-ec23cf8de3db_ABBOTT LABS_TBRX				Cash								L_S_24fe37c2-514c-11e9-b8d0-ec23cf8de3db_ABBOTT LABS_TBRX				1.0000000000	 	USD		30200831.0000000000	US0028241000	ABBOTT LABS		0		ABBOTT LABS				0	TBRX			20200831	
	TILRAY INC		L_S_5a36f3f2-1f2e-11e9-a2d0-b3645e528b7a_TILRAY INC_TBRX				Cash						0G9611_TBRX		L_S_5a36f3f2-1f2e-11e9-a2d0-b3645e528b7a_TILRAY INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US88688T1007	TILRAY INC		0		TILRAY INC		20181004		0	TBRX			20200831	
	BMPS		L_S_ef9ee3e0-1f2a-11e9-a2d0-b3645e528b7a_BMPS_TBRX				Cash						BANCA MONTE PASCHI SIENA_TBRX		L_S_ef9ee3e0-1f2a-11e9-a2d0-b3645e528b7a_BMPS_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005218752	BCA MPS		0		BMPS		20081110		0	TBRX			20200831	
	PWS		L_S_ef9f7d64-1f2a-11e9-a2d0-b3645e528b7a_PWS_TBRX				Cash						POWERSOFT_TBRX		L_S_ef9f7d64-1f2a-11e9-a2d0-b3645e528b7a_PWS_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005353815	POWERSOFT		0		PWS		20181217		0	TBRX			20200831	
	AMD EUR		L_S_5af14784-1f2e-11e9-a2d0-b3645e528b7a_AMD USD_TBRX				Cash						ADVANCED MICRO DEVICES_TBRX		L_S_efa2c19a-1f2a-11e9-a2d0-b3645e528b7a_AMD EUR_TBRX				1.0000000000	 	EUR		30200831.0000000000	US0079031078	ADVANCED MICRO DEVICES		0		AMD USD		20010806		0	TBRX			20200831	
	Acceleron Pharma Inc		L_S_b02cc425-4690-11ea-aa30-26a51b335ab2_Acceleron Pharma Inc_TBRX				Cash								L_S_b02cc425-4690-11ea-aa30-26a51b335ab2_Acceleron Pharma Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US00434H1086			0		Acceleron Pharma Inc				0	TBRX			20200831	
	ADB		L_S_efa15314-1f2a-11e9-a2d0-b3645e528b7a_ADB_TBRX				Cash						AEROPORTO DI BOLOGNA_TBRX		L_S_efa15314-1f2a-11e9-a2d0-b3645e528b7a_ADB_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0001006128	AEROPORTO GUGLIELMO MARCONI DI BOLOGNA		0		ADB		20150714		0	TBRX			20200831	
	AVYA		L_S_e9d7fd1b-3c5e-11ea-cb25-720df61f70a2_AVYA_TBRX				Cash								L_S_e9d7fd1b-3c5e-11ea-cb25-720df61f70a2_AVYA_TBRX				1.0000000000	 	USD		30200831.0000000000	US05351X1019			0		AVYA				0	TBRX			20200831	
	AKU1		L_S_6e52bffe-1f2b-11e9-a2d0-b3645e528b7a_AKU1_TBRX				Cash						AKXRM_TBRX		L_S_6e52bffe-1f2b-11e9-a2d0-b3645e528b7a_AKU1_TBRX				1.0000000000	 	EUR		30200831.0000000000	NL0013267909	AKZO NOBEL		0		AKU1		20190131		0	TBRX			20200831	
	TOLL BROTHERS		L_S_5aff0a90-1f2e-11e9-a2d0-b3645e528b7a_TOLL BROTHERS_TBRX				Cash						0B7686_TBRX		L_S_5aff0a90-1f2e-11e9-a2d0-b3645e528b7a_TOLL BROTHERS_TBRX				1.0000000000	 	USD		30200831.0000000000	US8894781033	TOLL BROTHERS O		0		TOLL BROTHERS		20180125		0	TBRX			20200831	
	ENI		L_S_ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a_ENI_TBRX				Cash						ENI_TBRX		L_S_ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a_ENI_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0003132476	ENI		0		ENI		20081110		0	TBRX			20200831	
	IONIS PHRMACUTLS		L_S_5b06f02a-1f2e-11e9-a2d0-b3645e528b7a_IONIS PHRMACUTLS_TBRX				Cash						0C4564_TBRX		L_S_5b06f02a-1f2e-11e9-a2d0-b3645e528b7a_IONIS PHRMACUTLS_TBRX				1.0000000000	 	USD		30200831.0000000000	US4622221004	IONIS PHARMACEU		0		IONIS PHRMACUTLS		20180124		0	TBRX			20200831	
	Ducommun		L_S_f83ee60e-2d70-11ea-f47a-e4f7cfc1999a_Ducommun_TBRX				Cash								L_S_f83ee60e-2d70-11ea-f47a-e4f7cfc1999a_Ducommun_TBRX				1.0000000000	 	USD		30200831.0000000000	US2641471097			0		Ducommun				0	TBRX			20200831	
	Appfolio		L_S_924641a2-8ed4-11ea-d937-3d9ad2fb01b3_Appfolio_TBRX				Cash								L_S_924641a2-8ed4-11ea-d937-3d9ad2fb01b3_Appfolio_TBRX				1.0000000000	 	USD		30200831.0000000000	US03783C1009			0		Appfolio				0	TBRX			20200831	
	SuRo Capital Corp		L_S_dd8270ff-caa1-11ea-84d9-d7a4b847748d_SuRo Capital Corp_TBRX				Cash								L_S_dd8270ff-caa1-11ea-84d9-d7a4b847748d_SuRo Capital Corp_TBRX				1.0000000000	 	USD		30200831.0000000000	US86887Q1094			0		SuRo Capital Corp				0	TBRX			20200831	
	Area Impianti Delisted		L_S_c5a14c0c-8b74-11e9-b2ae-06b747deb312_Area Impianti Delisted_TBRX				Cash								L_S_c5a14c0c-8b74-11e9-b2ae-06b747deb312_Area Impianti Delisted_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0004274111	Area Impianti Delisted		0		Area Impianti Delisted				0	TBRX			20200831	
	FERRARI N V		L_S_25161afe-514c-11e9-b8d0-ec23cf8de3db_FERRARI N V_TBRX				Cash								L_S_25161afe-514c-11e9-b8d0-ec23cf8de3db_FERRARI N V_TBRX				1.0000000000	 	USD		30200831.0000000000	000000000000	FERRARI N V		0		FERRARI N V				0	TBRX			20200831	
	CFR		L_S_838a96a4-a49f-11e9-aee0-5d4c9f0d4853_CFR_TBRX				Cash								L_S_838a96a4-a49f-11e9-aee0-5d4c9f0d4853_CFR_TBRX				1.0000000000	 	USD		30200831.0000000000	US2298991090			0		CFR				0	TBRX			20200831	
	K+S		L_S_efa268d0-1f2a-11e9-a2d0-b3645e528b7a_K+S_TBRX				Cash						K+S_TBRX		L_S_efa268d0-1f2a-11e9-a2d0-b3645e528b7a_K+S_TBRX				1.0000000000	 	EUR		30200831.0000000000	DE000KSAG888	K+S		0		K+S		20170707		0	TBRX			20200831	
	ZEBRA TECH		L_S_2523c6cc-514c-11e9-b8d0-ec23cf8de3db_ZEBRA TECH_TBRX				Cash								L_S_2523c6cc-514c-11e9-b8d0-ec23cf8de3db_ZEBRA TECH_TBRX				1.0000000000	 	USD		30200831.0000000000	US9892071054	ZEBRA TECH		0		ZEBRA TECH				0	TBRX			20200831	
	MCDONALD'S CORP EUR		L_S_5ab89146-1f2e-11e9-a2d0-b3645e528b7a_MCDONALD'S CORP USD_TBRX				Cash						McDonald's Corp._TBRX		L_S_e35a6f36-1f2b-11e9-a2d0-b3645e528b7a_MCDONALD'S CORP EUR_TBRX				1.0000000000	 	EUR		30200831.0000000000	US5801351017	MCDONALD'S		0		MCDONALD'S CORP USD		20000216		0	TBRX			20200831	
	SODEXO		L_S_6e45ceac-1f2b-11e9-a2d0-b3645e528b7a_SODEXO_TBRX				Cash						0D3831_TBRX		L_S_6e45ceac-1f2b-11e9-a2d0-b3645e528b7a_SODEXO_TBRX				1.0000000000	 	EUR		30200831.0000000000	FR0000121220	SODEXO		0		SODEXO		20080605		0	TBRX			20200831	
	TESCO		L_S_5a547256-1f2e-11e9-a2d0-b3645e528b7a_TESCO_TBRX				Cash						TEPH_TBRX		L_S_5a547256-1f2e-11e9-a2d0-b3645e528b7a_TESCO_TBRX				1.0000000000	 	GBP		30200831.0000000000	GB0008847096	TESCO		0		TESCO		20031124		0	TBRX			20200831	
	ALLSCRIPTS-MISYS HEALTHCARE		L_S_38eb5e62-856d-11ea-b7e8-9b0947f592a0_ALLSCRIPTS-MISYS HEALTHCARE_TBRX				Cash								L_S_38eb5e62-856d-11ea-b7e8-9b0947f592a0_ALLSCRIPTS-MISYS HEALTHCARE_TBRX				1.0000000000	 	USD		30200831.0000000000	US01988P1084			0		ALLSCRIPTS-MISYS HEALTHCARE				0	TBRX			20200831	
	CONSTELLATION A		L_S_25049978-514c-11e9-b8d0-ec23cf8de3db_CONSTELLATION A_TBRX				Cash								L_S_25049978-514c-11e9-b8d0-ec23cf8de3db_CONSTELLATION A_TBRX				1.0000000000	 	USD		30200831.0000000000	US21036P1084	CONSTELLATION A		0		CONSTELLATION A				0	TBRX			20200831	
	HORMEL FOODS		L_S_5a9f0d98-1f2e-11e9-a2d0-b3645e528b7a_HORMEL FOODS_TBRX				Cash						0C9558_TBRX		L_S_5a9f0d98-1f2e-11e9-a2d0-b3645e528b7a_HORMEL FOODS_TBRX				1.0000000000	 	USD		30200831.0000000000	US4404521001	HORMEL FOODS OR		0		HORMEL FOODS		20180118		0	TBRX			20200831	
	KIRBY CORP		L_S_250a8694-514c-11e9-b8d0-ec23cf8de3db_KIRBY CORP_TBRX				Cash								L_S_250a8694-514c-11e9-b8d0-ec23cf8de3db_KIRBY CORP_TBRX				1.0000000000	 	USD		30200831.0000000000	US4972661064	KIRBY CORP		0		KIRBY CORP				0	TBRX			20200831	
	Granite Point Mortgage Trust Inc		L_S_65db3e98-bf40-11e9-5cd1-85f57e0de3a7_Granite Point Mortgage Trust Inc_TBRX				Cash								L_S_65db3e98-bf40-11e9-5cd1-85f57e0de3a7_Granite Point Mortgage Trust Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US38741L1070			0		Granite Point Mortgage Trust Inc				0	TBRX			20200831	
	GLOBL PAYMNTS		L_S_5ac0ea9e-1f2e-11e9-a2d0-b3645e528b7a_GLOBL PAYMNTS_TBRX				Cash						0B6669_TBRX		L_S_5ac0ea9e-1f2e-11e9-a2d0-b3645e528b7a_GLOBL PAYMNTS_TBRX				1.0000000000	 	USD		30200831.0000000000	US37940X1028	GLOBAL PAYMENTS		0		GLOBL PAYMNTS		20180118		0	TBRX			20200831	
	ELIS		L_S_6e4ae89c-1f2b-11e9-a2d0-b3645e528b7a_ELIS_TBRX				Cash						0A9407_TBRX		L_S_6e4ae89c-1f2b-11e9-a2d0-b3645e528b7a_ELIS_TBRX				1.0000000000	 	EUR		30200831.0000000000	FR0012435121	ELIS		0		ELIS		20150820		0	TBRX			20200831	
	AIR FRANCE KLM		L_S_efa0d0b0-1f2a-11e9-a2d0-b3645e528b7a_AIR FRANCE KLM_TBRX				Cash						AIR FRANCE-KLM_TBRX		L_S_efa0d0b0-1f2a-11e9-a2d0-b3645e528b7a_AIR FRANCE KLM_TBRX				1.0000000000	 	EUR		30200831.0000000000	FR0000031122	AIR FRANCE KLM		0		AIR FRANCE KLM		20010806		0	TBRX			20200831	
	Q2 Holdings Inc		L_S_9dd15f15-648a-11ea-92ff-d46aba8b31a8_Q2 Holdings Inc_TBRX				Cash								L_S_9dd15f15-648a-11ea-92ff-d46aba8b31a8_Q2 Holdings Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US74736L1098			0		Q2 Holdings Inc				0	TBRX			20200831	
	NWL		L_S_a3a7f83c-fa17-11e9-9890-5e429b4e14ad_NWL_TBRX				Cash						NEWLAT FOOD_TBRX		L_S_a3a7f83c-fa17-11e9-9890-5e429b4e14ad_NWL_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005385213	NEWLAT FOOD		0		NWL		20191029		0	TBRX			20200831	
	PSG		L_S_3e6fe17a-af8c-11ea-9390-2743f628307d_PSG_TBRX				Cash						PharmaSGP Holding SE_TBRX		L_S_3e6fe17a-af8c-11ea-9390-2743f628307d_PSG_TBRX				1.0000000000	 	EUR		30200831.0000000000	DE000A2P4LJ5	PHARMASGP HOLDING SE O.N.		0		PSG				0	TBRX			20200831	
	LAZARD LTD		L_S_5a9fe362-1f2e-11e9-a2d0-b3645e528b7a_LAS VEGAS SANDS CORP_TBRX				Cash						0B0293_TBRX		L_S_5a7a3036-1f2e-11e9-a2d0-b3645e528b7a_LAZARD LTD_TBRX				1.0000000000	 	USD		30200831.0000000000	000000000000	LAZARD CL A ORD		0		LAS VEGAS SANDS CORP		20180124		0	TBRX			20200831	
	SHF		L_S_e33e17fa-1f2b-11e9-a2d0-b3645e528b7a_SHF_TBRX				Cash						SNP Schneider-Neureither & Partner SE_TBRX		L_S_e33e17fa-1f2b-11e9-a2d0-b3645e528b7a_SHF_TBRX				1.0000000000	 	EUR		30200831.0000000000	DE0007203705	SNP SCHNEIDER-NEUREITHER PARTNER		0		SHF		20180727		0	TBRX			20200831	
	TECHNIPFMC		L_S_6e4c194c-1f2b-11e9-a2d0-b3645e528b7a_TECHNIPFMC_TBRX				Cash						0A9315_TBRX		L_S_6e4c194c-1f2b-11e9-a2d0-b3645e528b7a_TECHNIPFMC_TBRX				1.0000000000	 	EUR		30200831.0000000000	GB00BDSFG982	TECHNIPFMC		0		TECHNIPFMC		20170209		0	TBRX			20200831	
	HD Supply Holdings		L_S_952b6d0f-e074-11e9-1e94-e93668135196_HD Supply Holdings_TBRX				Cash								L_S_952b6d0f-e074-11e9-1e94-e93668135196_HD Supply Holdings_TBRX				1.0000000000	 	USD		30200831.0000000000	US40416M1053			0		HD Supply Holdings				0	TBRX			20200831	
	NOBLE		L_S_5a7b70fe-1f2e-11e9-a2d0-b3645e528b7a_NOBLE_TBRX				Cash						0B7735_TBRX		L_S_5a7b70fe-1f2e-11e9-a2d0-b3645e528b7a_NOBLE_TBRX				1.0000000000	 	USD		30200831.0000000000	US6550441058	NOBLE ENERGY OR		0		NOBLE		20180118		0	TBRX			20200831	
	Cushman Wakefield PLC		L_S_455a31fa-7a81-11ea-1eaf-fcfe3245e49d_Cushman Wakefield PLC_TBRX				Cash								L_S_455a31fa-7a81-11ea-1eaf-fcfe3245e49d_Cushman Wakefield PLC_TBRX				1.0000000000	 	USD		30200831.0000000000	GB00BFZ4N465			0		Cushman Wakefield PLC				0	TBRX			20200831	
	COMCAST EUR		L_S_5aa04532-1f2e-11e9-a2d0-b3645e528b7a_COMCAST USD_TBRX				Cash						Comcast Corp._TBRX		L_S_34373d88-1f2e-11e9-a2d0-b3645e528b7a_COMCAST EUR_TBRX				1.0000000000	 	EUR		30200831.0000000000	US20030N1019	COMCAST		0		COMCAST USD		20051215		0	TBRX			20200831	
	CISCO SYSTEMS EUR		L_S_5aca3716-1f2e-11e9-a2d0-b3645e528b7a_CISCO SYSTEMS USD_TBRX				Cash						Cisco Systems Inc._TBRX		L_S_e359b762-1f2b-11e9-a2d0-b3645e528b7a_CISCO SYSTEMS EUR_TBRX				1.0000000000	 	EUR		30200831.0000000000	US17275R1023	CISCO SYSTEMS		0		CISCO SYSTEMS USD		20000216		0	TBRX			20200831	
	QFOPI		L_S_efa494de-1f2a-11e9-a2d0-b3645e528b7a_QFOPI_TBRX				Cash						TORRE SGR_TBRX		L_S_efa494de-1f2a-11e9-a2d0-b3645e528b7a_QFOPI_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0004966294	QF OPPORTUNITA ITALIA		0		QFOPI		20170215		0	TBRX			20200831	
	UNITEDHEALTH GP		L_S_5a6c7568-1f2e-11e9-a2d0-b3645e528b7a_UNITEDHEALTH GP_TBRX				Cash						0A8024_TBRX		L_S_5a6c7568-1f2e-11e9-a2d0-b3645e528b7a_UNITEDHEALTH GP_TBRX				1.0000000000	 	USD		30200831.0000000000	US91324P1021	UNITEDHEALTH GR		0		UNITEDHEALTH GP		20180115		0	TBRX			20200831	
	BELDEN INC		L_S_2501935e-514c-11e9-b8d0-ec23cf8de3db_BELDEN INC_TBRX				Cash								L_S_2501935e-514c-11e9-b8d0-ec23cf8de3db_BELDEN INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US0774541066	BELDEN INC		0		BELDEN INC				0	TBRX			20200831	
	BNP		L_S_efa08740-1f2a-11e9-a2d0-b3645e528b7a_BNP_TBRX				Cash						BNP PARIBAS_TBRX		L_S_efa08740-1f2a-11e9-a2d0-b3645e528b7a_BNP_TBRX				1.0000000000	 	EUR		30200831.0000000000	FR0000131104	BNP PARIBAS		0		BNP		20100104		0	TBRX			20200831	
	RITE AID CORP		L_S_5abc28d8-1f2e-11e9-a2d0-b3645e528b7a_RITE AID CORP_TBRX				Cash						0D0093_TBRX		L_S_5abc28d8-1f2e-11e9-a2d0-b3645e528b7a_RITE AID CORP_TBRX				1.0000000000	 	USD		30200831.0000000000	US7677548726	RITE AID ORD		0		RITE AID CORP		20180124		0	TBRX			20200831	
	NATIONAL OILWELL VARCO INC		L_S_5a759d64-1f2e-11e9-a2d0-b3645e528b7a_NATIONAL OILWELL VARCO INC_TBRX				Cash						0C0151_TBRX		L_S_5a759d64-1f2e-11e9-a2d0-b3645e528b7a_NATIONAL OILWELL VARCO INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US6370711011	NATIONAL OILWEL		0		NATIONAL OILWELL VARCO INC		20180118		0	TBRX			20200831	
	MERCADOLIBRE INC		L_S_5a4720b0-1f2e-11e9-a2d0-b3645e528b7a_MERCADOLIBRE INC_TBRX				Cash						0B6307_TBRX		L_S_5a4720b0-1f2e-11e9-a2d0-b3645e528b7a_MERCADOLIBRE INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US58733R1023	MERCADOLIBRE OR		0		MERCADOLIBRE INC		20180115		0	TBRX			20200831	
	KROGER CO		L_S_5b18f8ec-1f2e-11e9-a2d0-b3645e528b7a_KROGER CO_TBRX				Cash						0B9371_TBRX		L_S_5b18f8ec-1f2e-11e9-a2d0-b3645e528b7a_KROGER CO_TBRX				1.0000000000	 	USD		30200831.0000000000	US5010441013	KROGER ORD		0		KROGER CO		20180118		0	TBRX			20200831	
	WSDM TRE INVST		L_S_5a4a7300-1f2e-11e9-a2d0-b3645e528b7a_WSDM TRE INVST_TBRX				Cash						0C1688_TBRX		L_S_5a4a7300-1f2e-11e9-a2d0-b3645e528b7a_WSDM TRE INVST_TBRX				1.0000000000	 	USD		30200831.0000000000	US97717P1049	WISDOMTREE INVE		0		WSDM TRE INVST		20180124		0	TBRX			20200831	
	Quaker Chemical Corp		L_S_fab55a88-9521-11ea-05ef-46f6b1d787ac_Quaker Chemical Corp_TBRX				Cash								L_S_fab55a88-9521-11ea-05ef-46f6b1d787ac_Quaker Chemical Corp_TBRX				1.0000000000	 	USD		30200831.0000000000	US7473161070			0		Quaker Chemical Corp				0	TBRX			20200831	
	Murphy USA Inc		L_S_b02dd595-4690-11ea-aa30-26a51b335ab2_Murphy USA Inc_TBRX				Cash								L_S_b02dd595-4690-11ea-aa30-26a51b335ab2_Murphy USA Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US6267551025			0		Murphy USA Inc				0	TBRX			20200831	
	ULTA BEAUTY ORD		L_S_5a68c8aa-1f2e-11e9-a2d0-b3645e528b7a_ULTA BEAUTY ORD_TBRX				Cash						0C5414_TBRX		L_S_5a68c8aa-1f2e-11e9-a2d0-b3645e528b7a_ULTA BEAUTY ORD_TBRX				1.0000000000	 	USD		30200831.0000000000	US90384S3031	ULTA BEAUTY ORD		0		ULTA BEAUTY ORD		20180118		0	TBRX			20200831	
	IDM		L_S_efa13c62-1f2a-11e9-a2d0-b3645e528b7a_IDM_TBRX				Cash						IDEAMI_TBRX		L_S_efa13c62-1f2a-11e9-a2d0-b3645e528b7a_IDM_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005314627	IDEAMI		0		IDM		20171211		0	TBRX			20200831	
	KONE CORPORATION		L_S_5aa715e2-1f2e-11e9-a2d0-b3645e528b7a_KONE CORPORATION_TBRX				Cash						101424_TBRX		L_S_5aa715e2-1f2e-11e9-a2d0-b3645e528b7a_KONE CORPORATION_TBRX				1.0000000000	 	EUR		30200831.0000000000	FI0009013403	KONE ORD		0		KONE CORPORATION		20080325		0	TBRX			20200831	
	IKG		L_S_efa1305a-1f2a-11e9-a2d0-b3645e528b7a_IKG_TBRX				Cash						INTEK GROUP_TBRX		L_S_efa1305a-1f2a-11e9-a2d0-b3645e528b7a_IKG_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0004552359	INTEK GROUP		0		IKG		20081110		0	TBRX			20200831	
	VERIZON COMMS USD		L_S_5a6e5f72-1f2e-11e9-a2d0-b3645e528b7a_VERIZON COMMS USD_TBRX				Cash						0D8529_TBRX		L_S_5a6e5f72-1f2e-11e9-a2d0-b3645e528b7a_VERIZON COMMS USD_TBRX				1.0000000000	 	USD		30200831.0000000000	US92343V1044	VERIZON COMMUNI		0		VERIZON COMMS USD		20160407		0	TBRX			20200831	
	KUEHNE & NAGEL		L_S_5afd6aaa-1f2e-11e9-a2d0-b3645e528b7a_KUEHNE & NAGEL_TBRX				Cash						0A7521_TBRX		L_S_5afd6aaa-1f2e-11e9-a2d0-b3645e528b7a_KUEHNE & NAGEL_TBRX				1.0000000000	 	CHF		30200831.0000000000	CH0025238863	KUEHNE & NAGEL		0		KUEHNE & NAGEL		20140305		0	TBRX			20200831	
	ROSS STORES		L_S_5adc6576-1f2e-11e9-a2d0-b3645e528b7a_ROSS STORES_TBRX				Cash						0B9588_TBRX		L_S_5adc6576-1f2e-11e9-a2d0-b3645e528b7a_ROSS STORES_TBRX				1.0000000000	 	USD		30200831.0000000000	US7782961038	ROSS STORES ORD		0		ROSS STORES		20180118		0	TBRX			20200831	
	EQTAB		L_S_d7be9152-434b-11ea-ba6b-bffbb95b5697_EQTAB_TBRX				Cash								L_S_d7be9152-434b-11ea-ba6b-bffbb95b5697_EQTAB_TBRX				1.0000000000	 	SEK		30200831.0000000000	SE0012853455			0		EQTAB				0	TBRX			20200831	
	Grayscale Ethereum Trust		L_S_746bc646-d671-11ea-b67c-9d9d76e95caa_Grayscale Ethereum Trust_TBRX				Cash								L_S_746bc646-d671-11ea-b67c-9d9d76e95caa_Grayscale Ethereum Trust_TBRX				1.0000000000	 	USD		30200831.0000000000	US3896381072			0		Grayscale Ethereum Trust				0	TBRX			20200831	
	ALFEN		L_S_6e4cd8e6-1f2b-11e9-a2d0-b3645e528b7a_ALFEN_TBRX				Cash								L_S_6e4cd8e6-1f2b-11e9-a2d0-b3645e528b7a_ALFEN_TBRX				1.0000000000	 	EUR		30200831.0000000000	NL0012817175	ALFEN		0		ALFEN				0	TBRX			20200831	
	ALIBABA GRP ADR		L_S_5abab1f6-1f2e-11e9-a2d0-b3645e528b7a_ALIBABA GRP ADR_TBRX				Cash						0C1190_TBRX		L_S_5abab1f6-1f2e-11e9-a2d0-b3645e528b7a_ALIBABA GRP ADR_TBRX				1.0000000000	 	USD		30200831.0000000000	US01609W1027	ALIBABA GROUP H		0		ALIBABA GRP ADR		20180108		0	TBRX			20200831	
	PAGP		L_S_4c5b9c67-48f9-11ea-127c-0877f99df6a0_PAGP_TBRX				Cash								L_S_4c5b9c67-48f9-11ea-127c-0877f99df6a0_PAGP_TBRX				1.0000000000	 	USD		30200831.0000000000	US72651A2078			0		PAGP				0	TBRX			20200831	
	CNHI		L_S_efa48962-1f2a-11e9-a2d0-b3645e528b7a_CNHI_TBRX				Cash						CNH INDUSTRIAL_TBRX		L_S_efa48962-1f2a-11e9-a2d0-b3645e528b7a_CNHI_TBRX				1.0000000000	 	EUR		30200831.0000000000	NL0010545661	CNH INDUSTRIAL		0		CNHI		20130930		0	TBRX			20200831	
	NSP		L_S_26f64dc4-39b6-11e9-aa00-490041a9bcec_NSP_TBRX				Cash						NEOSPERIENCE_TBRX		L_S_26f64dc4-39b6-11e9-aa00-490041a9bcec_NSP_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005351496	NEOSPERIENCE		0		NSP		20190220		0	TBRX			20200831	
	ENERGY TRANSFER		L_S_5a657cf4-1f2e-11e9-a2d0-b3645e528b7a_ENERGY TRANSFER_TBRX				Cash						0C3100_TBRX		L_S_5a657cf4-1f2e-11e9-a2d0-b3645e528b7a_ENERGY TRANSFER_TBRX				1.0000000000	 	USD		30200831.0000000000	US29273V1008	ENERGY TRANSFER		0		ENERGY TRANSFER		20180125		0	TBRX			20200831	
