ASSETCLASS_DES	NEW_MTYPE	DESCRIPTION_EXT	FI_TYPE	NUMBEROFPHASES	INSTRUMENT_FE	ASSETCLASS	NEW_MGROUP	SSL_FEID	SEC_REFERENCE	F_ISLISTED	TYPOLOGY_DES	SEC_GROUP	DESCRIPTION	COMMENT1	COMMENT0	COMMENT2	ISSUERID	TYPE_DES	FIID	SEC_TYPE	PHASE	ISIN	GROUP_DES	INSTRUMENTID_FE	MTYPE	FAMILY_DES	NEW_MFAMILY	F_LABELCHG	SSL_SNAPSHOT_DATE	TYPOLOGY	MFAMILY	SEC_CATEGORY	REF_DATE	NEW_TYPOLOGY	STRUCTID_FE	INSTRUMENTNUM_FE	MGROUP	QUANTITYFACTOR
	Put		FI_OPTION	1.0000000000	SPY Oct0 316.0 P		Options	TBRX		Y		Equities	SPY Oct0 316.0 P						O_3abf8aae-ee48-11e9-bbe0-f9f7befc6c19_SPY Oct0 316.0 P | 16 OCT 20 | P | A | 316.0000000000_TBRX	Options	0.0000000000			SPY Oct0 316.0 P | 16 OCT 20 | P | A | 316.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	SD3E JAN22 PATM		Options	TBRX		Y		Equities							O_86771a54-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN22 PATM | 26 JAN 22 | P | E | 1800.9500000000_TBRX	Options	0.0000000000			SD3E JAN22 PATM | 26 JAN 22 | P | E | 1800.9500000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	SRS X0.6 - OTC - BCA ALBERTINI		Options	TBRX		N		Equities							O_f63379e4-dafb-11ea-8be0-48a444c228a2_SRS X0.6 - OTC - BCA ALBERTINI | 18 DEC 20 | P | A | .6000000000_TBRX	Options	0.0000000000			SRS X0.6 - OTC - BCA ALBERTINI | 18 DEC 20 | P | A | .6000000000			Equities		30200831		Equities	Put	20200831			31143615	Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	REMY COINTREAU		Equities	TBRX		Y		Equities	REMY COINTREAU						L_S_6e46427e-1f2b-11e9-a2d0-b3645e528b7a_REMY COINTREAU_TBRX	Equities	0.0000000000	FR0000130395		REMY COINTREAU			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	DDAXK MAY22 CALL0 BOND		Options	TBRX		Y		Equities							O_84231384-62b4-11e9-b160-4ad6f9df0bf5_DDAXK MAY22 CALL0 BOND | 26 MAY 22 | C | E | .0001000000_TBRX	Options	0.0000000000			DDAXK MAY22 CALL0 BOND | 26 MAY 22 | C | E | .0001000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	G0L15.50		Options	TBRX		Y		Equities	G0L15.50						O_ff2056ca-2553-11ea-af50-2dba816f6810_G0L15.50 | 18 DEC 20 | C | A | 15.5000000000_TBRX	Options	0.0000000000	IT0016337393		G0L15.50 | 18 DEC 20 | C | A | 15.5000000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	ROY 202212 C 22		Options	TBRX		Y		Equities	ROY 202212 C 22						O_facfcf6c-1f30-11e9-a2d0-b3645e528b7a_ROY 202212 C 22 | 16 DEC 22 | C | A | 22.0000000000_TBRX	Options	0.0000000000	DE000C1KF517		ROY 202212 C 22 | 16 DEC 22 | C | A | 22.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	ERG0I22		Options	TBRX		Y		Equities	ERG0I22						O_87a7ada4-ddc9-11e9-9eb0-e7766f5ef7bc_ERG0I22 | 18 SEP 20 | C | A | 22.0000000000_TBRX	Options	0.0000000000	IT0016083732		ERG0I22 | 18 SEP 20 | C | A | 22.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	OPT_SX5E MAR22 P85 - 4894		Options	TBRX		Y		Equities							O_bc53633c-9e9d-11ea-a0a0-6b77645bee53_OPT_SX5E MAR22 P85 - 4894 | 23 MAR 22 | P | E | 2848.9535000000_TBRX	Options	0.0000000000			OPT_SX5E MAR22 P85 - 4894 | 23 MAR 22 | P | E | 2848.9535000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	BMW 202012 P 52		Options	TBRX		Y		Equities	BMW 202012 P 52						O_f4802922-1f30-11e9-a2d0-b3645e528b7a_BMW 202012 P 52 | 18 DEC 20 | P | A | 52.0000000000_TBRX	Options	0.0000000000	DE000P8EVK68		BMW 202012 P 52 | 18 DEC 20 | P | A | 52.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	HIGHWOODS PROP		Equities	TBRX		Y		Equities	HIGHWOODS PROP						L_S_250907ce-514c-11e9-b8d0-ec23cf8de3db_HIGHWOODS PROP_TBRX	Equities	0.0000000000	US4312841087		HIGHWOODS PROP			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	FIVE BELOW INC		Equities	TBRX		Y		Equities	FIVE BELOW ORD						L_S_5ae6b53a-1f2e-11e9-a2d0-b3645e528b7a_FIVE BELOW INC_TBRX	Equities	0.0000000000	US33829M1018		FIVE BELOW INC			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	AXA 202312 P 20		Options	TBRX		Y		Equities	AXA 202312 P 20						O_f7cbf6c4-1f30-11e9-a2d0-b3645e528b7a_AXA 202312 P 20 | 15 DEC 23 | P | A | 20.0000000000_TBRX	Options	0.0000000000	DE000C23VT37		AXA 202312 P 20 | 15 DEC 23 | P | A | 20.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Combined Instruments		FI_OPTION	1.0000000000	CERT SD3E NOV25 BDT		Miscellaneous	TBRX		Y		Equities	IMI - EP ESXX SEL DIV30 28NV25						L_S_34252d14-1f2e-11e9-a2d0-b3645e528b7a_CERT SD3E NOV25 BDT_TBRX	Miscellaneous	0.0000000000	XS1908378315		CERT SD3E NOV25 BDT			Equities		30200831		Equities	Combined Instruments	20200831				Composite	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	DEBENHAMS		Equities	TBRX		Y		Equities	DEBENHAMS						L_S_5b0e4ea6-1f2e-11e9-a2d0-b3645e528b7a_DEBENHAMS_TBRX	Equities	0.0000000000	GB00B126KH97		DEBENHAMS			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	OESX 202012 C 3500		Options	TBRX		Y		Equities	OESX 202012 C 3500						O_f380ec96-1f30-11e9-a2d0-b3645e528b7a_OESX 202012 C 3500 | 18 DEC 20 | C | E | 3500.0000000000_TBRX	Options	0.0000000000	DE000C0YCAW6		OESX 202012 C 3500 | 18 DEC 20 | C | E | 3500.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	OTC SD3E P2000 DEC24 - JPM STD		Options	TBRX		N		Equities							O_cecaedf2-1101-11ea-95c0-9c8971a2b88b_OTC SD3E P2000 DEC24 - JPM STD | 20 DEC 24 | P | E | 2000.0000000000_TBRX	Options	0.0000000000			OTC SD3E P2000 DEC24 - JPM STD | 20 DEC 24 | P | E | 2000.0000000000			Equities		30200831		Equities	Put	20200831			29006284	Put	
	Call		FI_OPTION	1.0000000000	ENI2L14		Options	TBRX		Y		Equities	ENI2L14						O_98be18dc-494d-11e9-9970-3027219c6795_ENI2L14 | 16 DEC 22 | C | A | 14.0000000000_TBRX	Options	0.0000000000	IT0015464339		ENI2L14 | 16 DEC 22 | C | A | 14.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	NOVO NORDISK B		Equities	TBRX		Y		Equities	NOVO NORDISK B						L_S_5ab7abb4-1f2e-11e9-a2d0-b3645e528b7a_NOVO NORDISK B_TBRX	Equities	0.0000000000	DK0060534915		NOVO NORDISK B			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	BAMI0X2.10		Options	TBRX		Y		Equities	BAMI0X2.10						O_01831fb0-2554-11ea-af50-2dba816f6810_BAMI0X2.10 | 18 DEC 20 | P | A | 2.1000000000_TBRX	Options	0.0000000000	IT0016328822		BAMI0X2.10 | 18 DEC 20 | P | A | 2.1000000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	OESX 202412 P 3200		Options	TBRX		Y		Equities	OESX 202412 P 3200						O_f92d7a10-1f30-11e9-a2d0-b3645e528b7a_OESX 202412 P 3200 | 20 DEC 24 | P | E | 3200.0000000000_TBRX	Options	0.0000000000	DE000P9856T1		OESX 202412 P 3200 | 20 DEC 24 | P | E | 3200.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	OESX 202412 C 3300		Options	TBRX		Y		Equities	OESX 202412 C 3300						O_f92d7f10-1f30-11e9-a2d0-b3645e528b7a_OESX 202412 C 3300 | 20 DEC 24 | C | E | 3300.0000000000_TBRX	Options	0.0000000000	DE000C99GKM4		OESX 202412 C 3300 | 20 DEC 24 | C | E | 3300.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	OESX 202412 C 3000		Options	TBRX		Y		Equities	OESX 202412 C 3000						O_f92d6070-1f30-11e9-a2d0-b3645e528b7a_OESX 202412 C 3000 | 20 DEC 24 | C | E | 3000.0000000000_TBRX	Options	0.0000000000	DE000C99GKH4		OESX 202412 C 3000 | 20 DEC 24 | C | E | 3000.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	BAMI0X1.25		Options	TBRX		Y		Equities	BAMI0X1.25						O_c7547ea4-5de5-11ea-84c0-fbd23dc1ebd4_BAMI0X1.25 | 18 DEC 20 | P | A | 1.2500000000_TBRX	Options	0.0000000000	IT0016602044		BAMI0X1.25 | 18 DEC 20 | P | A | 1.2500000000			Equities		30200831		Equities	Put	20200831				Put	
	Warrants Call		FI_OPTION	1.0000000000	I06113		Rights	TBRX		Y		Equities	BI CW CALL MEDIOBANCA 11,4 E 071220						L_S_d3da07d2-5211-11ea-8640-38c7f938b954_I06113_TBRX	Rights	0.0000000000	IT0005401119		I06113	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	WEBSTER FINL CP		Equities	TBRX		Y		Equities	WEBSTER FINL CP						L_S_2514708c-514c-11e9-b8d0-ec23cf8de3db_WEBSTER FINL CP_TBRX	Equities	0.0000000000	US9478901096		WEBSTER FINL CP			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	OPT_SD3E MAR22 CCAP - 3707		Options	TBRX		Y		Equities							O_bb740584-9e9d-11ea-a0a0-6b77645bee53_OPT_SD3E MAR22 CCAP - 3707 | 29 MAR 22 | C | E | 2738.5650000000_TBRX	Options	0.0000000000			OPT_SD3E MAR22 CCAP - 3707 | 29 MAR 22 | C | E | 2738.5650000000			Equities		30200831		Equities	Call	20200831				Call	
	Warrants Call		FI_OPTION	1.0000000000	I05720		Rights	TBRX		Y		Equities	BI LDO0,1SLC14E070920						L_S_a37a2c92-d5e9-11e9-ba50-35a1ce420b26_I05720_TBRX	Rights	0.0000000000	IT0005384166		I05720	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	SGE 202012 C 36		Options	TBRX		Y		Equities	SGE 202012 C 36						O_f94837b0-1f30-11e9-a2d0-b3645e528b7a_SGE 202012 C 36 | 18 DEC 20 | C | A | 36.0000000000_TBRX	Options	0.0000000000	DE000C8BR540		SGE 202012 C 36 | 18 DEC 20 | C | A | 36.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Units		FI_EQUITY	1.0000000000	iShares Trust iShares ESG MSCI USA ETF		Equities	TBRX		Y		Equities							L_S_a8c5a033-3d16-11ea-29eb-cbc66dd5ac8f_iShares Trust iShares ESG MSCI USA ETF_TBRX	Equities	0.0000000000	US46435G4257		iShares Trust iShares ESG MSCI USA ETF			Equities		30200831		Equities	Units	20200831				Spot	
	Warrants Call		FI_OPTION	1.0000000000	I06443		Rights	TBRX		Y		Equities	BI CW CALL ENI 13 E 010321						L_S_b395ab98-90e6-11ea-b430-b3e2b66d25c3_I06443_TBRX	Rights	0.0000000000	IT0005409963		I06443	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Outfront Media Inc		Equities	TBRX		Y		Equities							L_S_a8c4b5d2-3d16-11ea-29eb-cbc66dd5ac8f_Outfront Media Inc_TBRX	Equities	0.0000000000	US69007J1060		Outfront Media Inc			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	OPT_SX6E OCT20 PATM - 3914		Options	TBRX		Y		Equities							O_bba9629c-9e9d-11ea-a0a0-6b77645bee53_OPT_SX6E OCT20 PATM - 3914 | 23 OCT 20 | P | E | 251.2000000000_TBRX	Options	0.0000000000			OPT_SX6E OCT20 PATM - 3914 | 23 OCT 20 | P | E | 251.2000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	CERT SD3E APR26 BDT C100 BOND		Options	TBRX		Y		Equities							O_b9c0557c-7710-11e9-9400-98972329be46_CERT SD3E APR26 BDT C100 BOND | 28 APR 26 | C | E | 2045.3200000000_TBRX	Options	0.0000000000			CERT SD3E APR26 BDT C100 BOND | 28 APR 26 | C | E | 2045.3200000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	CELL		Equities	TBRX		Y		Equities	CELLULARLINE						L_S_ef9c045e-1f2a-11e9-a2d0-b3645e528b7a_CELL_TBRX	Equities	0.0000000000	IT0005244618		CELL			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	OESX 202112 C 5500		Options	TBRX		Y		Equities	OESX 202112 C 5500						O_f9341a8c-1f30-11e9-a2d0-b3645e528b7a_OESX 202112 C 5500 | 17 DEC 21 | C | E | 5500.0000000000_TBRX	Options	0.0000000000	DE000C8A4S97		OESX 202112 C 5500 | 17 DEC 21 | C | E | 5500.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	OESX 202212 P 2300		Options	TBRX		Y		Equities	OESX 202212 P 2300						O_f95c05c4-1f30-11e9-a2d0-b3645e528b7a_OESX 202212 P 2300 | 16 DEC 22 | P | E | 2300.0000000000_TBRX	Options	0.0000000000	DE000P8D0NV0		OESX 202212 P 2300 | 16 DEC 22 | P | E | 2300.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	DOMTAR CORPA 		Equities	TBRX		Y		Equities							L_S_6b5f36b4-6fe5-11e9-b190-8097253fdd2c_DOMTAR CORPA _TBRX	Equities	0.0000000000	US2575592033		DOMTAR CORPA 			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	EP CED FTMIB JAN25 C0 BOND		Options	TBRX		Y		Equities							O_7d36f464-62b4-11e9-b160-4ad6f9df0bf5_EP CED FTMIB JAN25 C0 BOND | 29 JAN 25 | C | E | .0001000000_TBRX	Options	0.0000000000			EP CED FTMIB JAN25 C0 BOND | 29 JAN 25 | C | E | .0001000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	CNHI0X6		Options	TBRX		Y		Equities	CNHI0X6						O_c80d419e-629c-11ea-b360-e4afb098eae1_CNHI0X6 | 18 DEC 20 | P | A | 6.0000000000_TBRX	Options	0.0000000000	IT0016649342		CNHI0X6 | 18 DEC 20 | P | A | 6.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	MU Oct0 55.0 C		Options	TBRX		Y		Equities	MU Oct0 55.0 C						O_cb0e7126-e788-11ea-9ac0-60eee92da03a_MU Oct0 55.0 C | 16 OCT 20 | C | A | 55.0000000000_TBRX	Options	0.0000000000			MU Oct0 55.0 C | 16 OCT 20 | C | A | 55.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	ENEL2X7.60		Options	TBRX		Y		Equities	ENEL2X7.60						O_98ae23a0-494d-11e9-9970-3027219c6795_ENEL2X7.60 | 16 DEC 22 | P | A | 7.6000000000_TBRX	Options	0.0000000000	IT0015460709		ENEL2X7.60 | 16 DEC 22 | P | A | 7.6000000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	EDNR		Equities	TBRX		Y		Equities	EDISON R           .						L_S_ef9f3df4-1f2a-11e9-a2d0-b3645e528b7a_EDNR_TBRX	Equities	0.0000000000	IT0003372205		EDNR			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	UCG0L12		Options	TBRX		Y		Equities	UCG0L12						O_4d979a46-1f30-11e9-a2d0-b3645e528b7a_UCG0L12 | 18 DEC 20 | C | A | 12.0000000000_TBRX	Options	0.0000000000	IT0014337015		UCG0L12 | 18 DEC 20 | C | A | 12.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	MIBO0L21000		Options	TBRX		Y		Equities	MIBO0L21000						O_4d99a5e8-1f30-11e9-a2d0-b3645e528b7a_MIBO0L21000 | 18 DEC 20 | C | E | 21000.0000000000_TBRX	Options	0.0000000000	IT0012710270		MIBO0L21000 | 18 DEC 20 | C | E | 21000.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	FRESENIUS		Equities	TBRX		Y		Equities	FRESENIUS						L_S_ef9d0dd6-1f2a-11e9-a2d0-b3645e528b7a_FRESENIUS_TBRX	Equities	0.0000000000	DE0005785604		FRESENIUS			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	PST		Equities	TBRX		Y		Equities	POSTE ITALIANE						L_S_efa10eea-1f2a-11e9-a2d0-b3645e528b7a_PST_TBRX	Equities	0.0000000000	IT0003796171		PST			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	DAI 202012 P 40		Options	TBRX		Y		Equities	DAI 202012 P 40						O_f4866f12-1f30-11e9-a2d0-b3645e528b7a_DAI 202012 P 40 | 18 DEC 20 | P | A | 40.0000000000_TBRX	Options	0.0000000000	DE000P8FNT92		DAI 202012 P 40 | 18 DEC 20 | P | A | 40.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	OESX 202212 P 3000		Options	TBRX		Y		Equities	OESX 202212 P 3000						O_f448761c-1f30-11e9-a2d0-b3645e528b7a_OESX 202212 P 3000 | 16 DEC 22 | P | E | 3000.0000000000_TBRX	Options	0.0000000000	DE000P0TG8F6		OESX 202212 P 3000 | 16 DEC 22 | P | E | 3000.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	SX5E MAR22 P85		Options	TBRX		Y		Equities							O_84ecac1c-62b4-11e9-b160-4ad6f9df0bf5_SX5E MAR22 P85 | 23 MAR 22 | P | E | 2848.9535000000_TBRX	Options	0.0000000000			SX5E MAR22 P85 | 23 MAR 22 | P | E | 2848.9535000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	ENEL0L8.20		Options	TBRX		Y		Equities	ENEL0L8.20						O_0134066e-2554-11ea-af50-2dba816f6810_ENEL0L8.20 | 18 DEC 20 | C | A | 8.2000000000_TBRX	Options	0.0000000000	IT0016339258		ENEL0L8.20 | 18 DEC 20 | C | A | 8.2000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	G0X13		Options	TBRX		Y		Equities	G0X13						O_4e36da02-1f30-11e9-a2d0-b3645e528b7a_G0X13 | 18 DEC 20 | P | A | 13.0000000000_TBRX	Options	0.0000000000	IT0014337544		G0X13 | 18 DEC 20 | P | A | 13.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Financial Futures		FI_FUTURE	1.0000000000	A2SG 202012		Futures	TBRX		Y		Equities	A2SG 202012						L_S_f388515c-1f30-11e9-a2d0-b3645e528b7a_A2SG 202012 | DEC 20_TBRX	Futures	0.0000000000	DE000F8AEDT2		A2SG 202012 | DEC 20			Equities		30200831		Equities	Financial Futures	20200831				Future	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	REN		Equities	TBRX		Y		Equities	REN ORD						L_S_5a4ed9d6-1f2e-11e9-a2d0-b3645e528b7a_REN_TBRX	Equities	0.0000000000	PTREL0AM0008		REN			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	G0X16		Options	TBRX		Y		Equities	G0X16						O_4dbed4f8-1f30-11e9-a2d0-b3645e528b7a_G0X16 | 18 DEC 20 | P | A | 16.0000000000_TBRX	Options	0.0000000000	IT0014337304		G0X16 | 18 DEC 20 | P | A | 16.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	OESX 202012 C 4400		Options	TBRX		Y		Equities	OESX 202012 C 4400						O_f38258c4-1f30-11e9-a2d0-b3645e528b7a_OESX 202012 C 4400 | 18 DEC 20 | C | E | 4400.0000000000_TBRX	Options	0.0000000000	DE000C0ND1X1		OESX 202012 C 4400 | 18 DEC 20 | C | E | 4400.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	MDC HOLDINGS OR		Equities	TBRX		Y		Equities	MDC HOLDINGS OR						L_S_5a80fcb8-1f2e-11e9-a2d0-b3645e528b7a_MDC HOLDINGS OR_TBRX	Equities	0.0000000000	US5526761086		MDC HOLDINGS OR			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	SX5E MAR26 CALL50 OTC 2 - EPSILON MAR26		Options	TBRX		N		Equities							O_c0da43b8-7710-11e9-9400-98972329be46_SX5E MAR26 CALL50 OTC 2 - EPSILON MAR26 | 13 MAR 26 | C | E | 1732.0000000000_TBRX	Options	0.0000000000			SX5E MAR26 CALL50 OTC 2 - EPSILON MAR26 | 13 MAR 26 | C | E | 1732.0000000000			Equities		30200831		Equities	Call	20200831			27312259	Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	FTS INTERNATIONL		Equities	TBRX		Y		Equities	FTS INTL INC ORD						L_S_25179b54-514c-11e9-b8d0-ec23cf8de3db_FTS INTERNATIONL_TBRX	Equities	0.0000000000	US30283W2035		FTS INTERNATIONL			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	OESX 202312 C 3700		Options	TBRX		Y		Equities	OESX 202312 C 3700						O_f44aafcc-1f30-11e9-a2d0-b3645e528b7a_OESX 202312 C 3700 | 15 DEC 23 | C | E | 3700.0000000000_TBRX	Options	0.0000000000	DE000C94G9G6		OESX 202312 C 3700 | 15 DEC 23 | C | E | 3700.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	SX5E DEC21 CCAP		Options	TBRX		Y		Equities							O_7b78947a-62b4-11e9-b160-4ad6f9df0bf5_SX5E DEC21 CCAP | 21 FEB 22 | C | E | 4452.3232000000_TBRX	Options	0.0000000000			SX5E DEC21 CCAP | 21 FEB 22 | C | E | 4452.3232000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	FCA0I9		Options	TBRX		Y		Equities	FCA0I9						O_88dad7e6-ddc9-11e9-9eb0-e7766f5ef7bc_FCA0I9 | 18 SEP 20 | C | A | 9.0000000000_TBRX	Options	0.0000000000	IT0016050293		FCA0I9 | 18 SEP 20 | C | A | 9.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	SX6E JUN22 P90		Options	TBRX		Y		Equities							O_7d1bfbe6-62b4-11e9-b160-4ad6f9df0bf5_SX6E JUN22 P90 | 28 JUN 22 | P | E | 225.2340000000_TBRX	Options	0.0000000000			SX6E JUN22 P90 | 28 JUN 22 | P | E | 225.2340000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	SX5E APR22 P90		Options	TBRX		Y		Equities							O_815efee2-62b4-11e9-b160-4ad6f9df0bf5_SX5E APR22 P90 | 28 APR 22 | P | E | 2725.3890000000_TBRX	Options	0.0000000000			SX5E APR22 P90 | 28 APR 22 | P | E | 2725.3890000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	PERSIMMON		Equities	TBRX		Y		Equities	PERSIMMON						L_S_5ac69de0-1f2e-11e9-a2d0-b3645e528b7a_PERSIMMON_TBRX	Equities	0.0000000000	GB0006825383		PERSIMMON			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	OESX 202012 P 1300		Options	TBRX		Y		Equities	OESX 202012 P 1300						O_f38236fa-1f30-11e9-a2d0-b3645e528b7a_OESX 202012 P 1300 | 18 DEC 20 | P | E | 1300.0000000000_TBRX	Options	0.0000000000	DE000P0HDQX8		OESX 202012 P 1300 | 18 DEC 20 | P | E | 1300.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	SIGNIFY NV		Equities	TBRX		Y		Equities	SIGNIFY NV						L_S_6e4bb768-1f2b-11e9-a2d0-b3645e528b7a_SIGNIFY NV_TBRX	Equities	0.0000000000	NL0011821392		SIGNIFY NV			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	ENEL0X7		Options	TBRX		Y		Equities	ENEL0X7						O_01804916-2554-11ea-af50-2dba816f6810_ENEL0X7 | 18 DEC 20 | P | A | 7.0000000000_TBRX	Options	0.0000000000	IT0016339324		ENEL0X7 | 18 DEC 20 | P | A | 7.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	FIRST AMERICAN		Equities	TBRX		Y		Equities	FIRST AMERICAN						L_S_250702da-514c-11e9-b8d0-ec23cf8de3db_FIRST AMERICAN_TBRX	Equities	0.0000000000	US31847R1023		FIRST AMERICAN			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	OPT_SX5E FEB22 CATM PKB - 3328		Options	TBRX		Y		Equities							O_bb135d06-9e9d-11ea-a0a0-6b77645bee53_OPT_SX5E FEB22 CATM PKB - 3328 | 14 FEB 22 | C | E | 3488.0800000000_TBRX	Options	0.0000000000			OPT_SX5E FEB22 CATM PKB - 3328 | 14 FEB 22 | C | E | 3488.0800000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	OESX 202712 P 2400		Options	TBRX		Y		Equities	OESX 202712 P 2400						O_fb0c0234-1f30-11e9-a2d0-b3645e528b7a_OESX 202712 P 2400 | 17 DEC 27 | P | E | 2400.0000000000_TBRX	Options	0.0000000000	DE000C11TB01		OESX 202712 P 2400 | 17 DEC 27 | P | E | 2400.0000000000			Equities		30200831		Equities	Put	20200831				Put	
