Bof_20200828
CLEARING_CENTER_NAME	CURRENCY	DESCRIPTION	F_QDIRTY	INSTRUMENTID_FE	ISIN	ISS_DATE	ISS_NUM	ISSUERID	LOTSIZE	MKT_SETTL_TYPE	REF_DATE	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	UNDERLYINGID_FE	DIVIDENDID_FE	TBRICKS_INSTRUMENT_ID	TBRICKS_UNDERLYING_ID	TBRICKS_DIVIDEND_ID	F_IS_ETF
	EUR	TOSCANA AEROPORTI	0	TYA	IT0000214293	2008-11-10	0	TOSCANA AEROPORTI	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TYA	TYA	ef9c54fe-1f2a-11e9-a2d0-b3645e528b7a	ef9c54fe-1f2a-11e9-a2d0-b3645e528b7a	ef9c54fe-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	FASTENAL ORD	0	FASTENAL CO	US3119001044	2018-01-18	0	0D1412	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	FASTENAL CO	FASTENAL CO	5a88e82e-1f2e-11e9-a2d0-b3645e528b7a	5a88e82e-1f2e-11e9-a2d0-b3645e528b7a	5a88e82e-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	TAIWAN SEMICOND	0	TAIWAN SEMICOND	US8740391003	2018-01-15	0	0C0522	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TAIWAN SEMICOND	TAIWAN SEMICOND	5a72ed94-1f2e-11e9-a2d0-b3645e528b7a	5a72ed94-1f2e-11e9-a2d0-b3645e528b7a	5a72ed94-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	PRIMA INDUSTRIE	0	PRI	IT0003124663	2008-11-10	0	PRIMA INDUSTRIE	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	PRI	PRI	efa0efaa-1f2a-11e9-a2d0-b3645e528b7a	efa0efaa-1f2a-11e9-a2d0-b3645e528b7a	efa0efaa-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	DOYU	US25985W1053		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	DOYU	DOYU	08739041-9f76-11ea-c856-43418abbdc97	08739041-9f76-11ea-c856-43418abbdc97	08739041-9f76-11ea-c856-43418abbdc97	N
	USD	AIMMUNE THERAPE	0	AIMMUNE THERAPE	US00900T1079	2018-01-25	0	0B6503	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	AIMMUNE THERAPE	AIMMUNE THERAPE	5a764098-1f2e-11e9-a2d0-b3645e528b7a	5a764098-1f2e-11e9-a2d0-b3645e528b7a	5a764098-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	OMI	US6907321029		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	OMI	OMI	e9e829bc-3c5e-11ea-cb25-720df61f70a2	e9e829bc-3c5e-11ea-cb25-720df61f70a2	e9e829bc-3c5e-11ea-cb25-720df61f70a2	N
	USD	INCYTE ORD	0	INCYTE CORP	US45337C1027	2018-01-18	0	0C4711	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	INCYTE CORP	INCYTE CORP	5a884306-1f2e-11e9-a2d0-b3645e528b7a	5a884306-1f2e-11e9-a2d0-b3645e528b7a	5a884306-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	BREMBO	0	BRE	IT0005252728	2008-11-10	0	BREMBO	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	BRE	BRE	efa0ff4a-1f2a-11e9-a2d0-b3645e528b7a	efa0ff4a-1f2a-11e9-a2d0-b3645e528b7a	efa0ff4a-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	Greenvision	US39678G2021		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Greenvision	Greenvision	0663f6ff-0aee-11ea-9a3a-9009f297cea9	0663f6ff-0aee-11ea-9a3a-9009f297cea9	0663f6ff-0aee-11ea-9a3a-9009f297cea9	N
	USD	HAIN CELESTIAL	0	HAIN CELESTIAL	US4052171000	2018-01-25	0	0B7167	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	HAIN CELESTIAL	HAIN CELESTIAL	5a707abe-1f2e-11e9-a2d0-b3645e528b7a	5a707abe-1f2e-11e9-a2d0-b3645e528b7a	5a707abe-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	SBH	US79546E1047		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SBH	SBH	e9e9141d-3c5e-11ea-cb25-720df61f70a2	e9e9141d-3c5e-11ea-cb25-720df61f70a2	e9e9141d-3c5e-11ea-cb25-720df61f70a2	N
	EUR	EDENRED	0	EDENRED	FR0010908533	2010-07-08	0	0E0532	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	EDENRED	EDENRED	6e4955c2-1f2b-11e9-a2d0-b3645e528b7a	6e4955c2-1f2b-11e9-a2d0-b3645e528b7a	6e4955c2-1f2b-11e9-a2d0-b3645e528b7a	N
	GBP	PAGEGROUP	0	PAGEGROUP	GB0030232317	2003-10-31	0	PAPAGE	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	PAGEGROUP	PAGEGROUP	5a95e4b6-1f2e-11e9-a2d0-b3645e528b7a	5a95e4b6-1f2e-11e9-a2d0-b3645e528b7a	5a95e4b6-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	SPRINT ORD	0	SPRINT CORPORN USD	US85207U1051	2018-01-24	0	0B6282	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SPRINT CORPORN USD	SPRINT CORPORN USD	5a97e734-1f2e-11e9-a2d0-b3645e528b7a	5a97e734-1f2e-11e9-a2d0-b3645e528b7a	5a97e734-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	MASSIMO ZANETTI BEVERAGE	0	MZB	IT0005042467	2015-06-03	0	MASSIMO ZANETTI BEVERAGE	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	MZB	MZB	ef9f5f78-1f2a-11e9-a2d0-b3645e528b7a	ef9f5f78-1f2a-11e9-a2d0-b3645e528b7a	ef9f5f78-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	XPO LOGISTICS O	0	XPO LOGISTICS	US9837931008	2018-01-24	0	0D1320	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	XPO LOGISTICS	XPO LOGISTICS	5ad1eef2-1f2e-11e9-a2d0-b3645e528b7a	5ad1eef2-1f2e-11e9-a2d0-b3645e528b7a	5ad1eef2-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	STMICROELECTRONICS	0	STM	NL0000226223	2008-11-10	0	STMICROELECTRONICS	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	STM	STM	ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a	ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a	ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a	N
	EUR	LAGARDERE S.C.A.	0	LAGARDERE S.C.A.	FR0000130213	2008-09-10	0	0D3014	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	LAGARDERE S.C.A.	LAGARDERE S.C.A.	6e463ea0-1f2b-11e9-a2d0-b3645e528b7a	6e463ea0-1f2b-11e9-a2d0-b3645e528b7a	6e463ea0-1f2b-11e9-a2d0-b3645e528b7a	N
	USD	WAL MART STORES	0	WALMART INC USD	US9311421039	2018-01-15	0	WAWAL	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	WALMART INC USD	WALMART INC USD	5a5d0ede-1f2e-11e9-a2d0-b3645e528b7a	5a5d0ede-1f2e-11e9-a2d0-b3645e528b7a	5a5d0ede-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	ANSALDO STS	0	STS	IT0003977540	2008-11-10	0	ANSALDO STS	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	STS	STS	efa1dd84-1f2a-11e9-a2d0-b3645e528b7a	efa1dd84-1f2a-11e9-a2d0-b3645e528b7a	efa1dd84-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	Youdao	US98741T1043		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Youdao	Youdao	38ebac82-856d-11ea-b7e8-9b0947f592a0	38ebac82-856d-11ea-b7e8-9b0947f592a0	38ebac82-856d-11ea-b7e8-9b0947f592a0	N
	USD	II VI ORD	0	II-VI INC	US9021041085	2018-01-24	0	0C4505	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	II-VI INC	II-VI INC	5a3d6ebc-1f2e-11e9-a2d0-b3645e528b7a	5a3d6ebc-1f2e-11e9-a2d0-b3645e528b7a	5a3d6ebc-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	PROFICIENT ALPHA ACQUISITION	US74317H2040		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	PROFICIENT ALPHA ACQUISITION	PROFICIENT ALPHA ACQUISITION	f3d3c488-7d69-11e9-afa0-a88475f12ff5	f3d3c488-7d69-11e9-afa0-a88475f12ff5	f3d3c488-7d69-11e9-afa0-a88475f12ff5	N
	USD	ALTRIA GROUP OR	0	ALTRIA GROUP USD	US02209S1033	2018-01-15	0	0D3122	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ALTRIA GROUP USD	ALTRIA GROUP USD	5ac098a0-1f2e-11e9-a2d0-b3645e528b7a	5ac098a0-1f2e-11e9-a2d0-b3645e528b7a	5ac098a0-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	JACK IN THE BOX	0	JACK IN THE BOX	US4663671091		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	JACK IN THE BOX	JACK IN THE BOX	251f1604-514c-11e9-b8d0-ec23cf8de3db	251f1604-514c-11e9-b8d0-ec23cf8de3db	251f1604-514c-11e9-b8d0-ec23cf8de3db	N
	EUR	SAMPO A ORD	0	SAMPO A	FI0009003305	2008-09-10	0	SAMOYJ	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SAMPO A	SAMPO A	5a689e48-1f2e-11e9-a2d0-b3645e528b7a	5a689e48-1f2e-11e9-a2d0-b3645e528b7a	5a689e48-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	ABBVIE	0	ABBVIE	US00287Y1091		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ABBVIE	ABBVIE	65df8370-6b39-11e9-8c20-03883f21236d	65df8370-6b39-11e9-8c20-03883f21236d	65df8370-6b39-11e9-8c20-03883f21236d	N
	USD	GOLAR LNG ORD	0	GOLAR LNG LTD	000000000000	2018-01-24	0	0A2236	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	GOLAR LNG LTD	GOLAR LNG LTD	5ace838e-1f2e-11e9-a2d0-b3645e528b7a	5ace838e-1f2e-11e9-a2d0-b3645e528b7a	5ace838e-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	Zumiez Inc	US9898171015		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Zumiez Inc	Zumiez Inc	4ebf5090-63c1-11ea-0d74-37ce5279179c	4ebf5090-63c1-11ea-0d74-37ce5279179c	4ebf5090-63c1-11ea-0d74-37ce5279179c	N
	USD	GRAF INDSTRL UNT	0	GRAF INDSTRL UNT	US3842782068		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	GRAF INDSTRL UNT	GRAF INDSTRL UNT	2517098c-514c-11e9-b8d0-ec23cf8de3db	2517098c-514c-11e9-b8d0-ec23cf8de3db	2517098c-514c-11e9-b8d0-ec23cf8de3db	N
	EUR	IQIYI ADS REP 7	0	IQIYI ADS REP 7	US46267X1081	2018-07-18	0	0G8675	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	IQIYI ADS REP 7	IQIYI ADS REP 7	5a3ab0fa-1f2e-11e9-a2d0-b3645e528b7a	5a3ab0fa-1f2e-11e9-a2d0-b3645e528b7a	5a3ab0fa-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	BOEING	0	BOEING EUR	US0970231058	2000-02-16	0	Boeing Co.	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	BOEING USD	BOEING USD	e359a01a-1f2b-11e9-a2d0-b3645e528b7a	5b03de30-1f2e-11e9-a2d0-b3645e528b7a	5b03de30-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	QF UNICREDIT IMM UNO	0	QFUNO	IT0001358479	2008-11-10	0	TORRE SGR	1	Cash	2020-08-28	Units	Equities	Equities	QFUNO	QFUNO	efa0a982-1f2a-11e9-a2d0-b3645e528b7a	efa0a982-1f2a-11e9-a2d0-b3645e528b7a	efa0a982-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	EVOLUS ORD	0	EVOLUS ORD	US30052C1071	2018-07-25	0	0G6850	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	EVOLUS ORD	EVOLUS ORD	5a7c005a-1f2e-11e9-a2d0-b3645e528b7a	5a7c005a-1f2e-11e9-a2d0-b3645e528b7a	5a7c005a-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	ENEL	0	ENEL	IT0003128367	2008-11-10	0	ENEL	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ENEL	ENEL	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a	N
	EUR	BEIERSDORF	0	BEIERSDORF	DE0005200000	2017-07-18	0	BEIERSDORF	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	BEIERSDORF	BEIERSDORF	efa08362-1f2a-11e9-a2d0-b3645e528b7a	efa08362-1f2a-11e9-a2d0-b3645e528b7a	efa08362-1f2a-11e9-a2d0-b3645e528b7a	N
	USD	DUKE ENERGY ORD	0	DUKE ENERGY	US26441C2044	2018-01-18	0	0B7749	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	DUKE ENERGY	DUKE ENERGY	5ad03b16-1f2e-11e9-a2d0-b3645e528b7a	5ad03b16-1f2e-11e9-a2d0-b3645e528b7a	5ad03b16-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	SBA COMMUNICATI	0	SBA COMMS CORP	US78410G1040	2018-01-18	0	0B8048	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	SBA COMMS CORP	SBA COMMS CORP	5a4a3e6c-1f2e-11e9-a2d0-b3645e528b7a	5a4a3e6c-1f2e-11e9-a2d0-b3645e528b7a	5a4a3e6c-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	QF AMUNDI RE EUROPA	0	QFARE	IT0001476412	2008-11-10	0	AMUNDI REAL ESTATE ITALIA SGR	1	Cash	2020-08-28	Units	Equities	Equities	QFARE	QFARE	efa0df6a-1f2a-11e9-a2d0-b3645e528b7a	efa0df6a-1f2a-11e9-a2d0-b3645e528b7a	efa0df6a-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	Select Energy	US81617J3014		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Select Energy	Select Energy	addd8686-6767-11ea-2e30-ea699f430b9a	addd8686-6767-11ea-2e30-ea699f430b9a	addd8686-6767-11ea-2e30-ea699f430b9a	N
	USD	L3 HARRIS ORD	0	L3 HARRIS ORD	US5024311095	2019-07-09	0	0B9472	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	L3 HARRIS ORD	L3 HARRIS ORD	831d9ade-a208-11e9-8bd0-0df8aed42ae6	831d9ade-a208-11e9-8bd0-0df8aed42ae6	831d9ade-a208-11e9-8bd0-0df8aed42ae6	N
	EUR	ESTX HEACR PR	0	ESTX HEACR PR	EU0009658343		0		50	Cash	2020-08-28	Indices	Equities	Referential Instruments	ESTX HEACR PR	ESTX HEACR PR	7d17e9b2-5151-11e9-b8d0-ec23cf8de3db	7d17e9b2-5151-11e9-b8d0-ec23cf8de3db	7d17e9b2-5151-11e9-b8d0-ec23cf8de3db	N
	USD	JUNIPER NETWORK	0	JUNIPER NETWRKS USD	US48203R1041	2018-01-18	0	0C6320	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	JUNIPER NETWRKS USD	JUNIPER NETWRKS USD	5add207e-1f2e-11e9-a2d0-b3645e528b7a	5add207e-1f2e-11e9-a2d0-b3645e528b7a	5add207e-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	Burlington Stores Inc	US1220171060		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Burlington Stores Inc	Burlington Stores Inc	7fca4b79-d947-11e9-f72d-bf6580bf80b2	7fca4b79-d947-11e9-f72d-bf6580bf80b2	7fca4b79-d947-11e9-f72d-bf6580bf80b2	N
	EUR	VEOLIA ENVIRONNEMENT	0	VVD	FR0000124141	2017-07-07	0	Veolia Environnement S.A.	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	VVD	VVD	6e4612e0-1f2b-11e9-a2d0-b3645e528b7a	6e4612e0-1f2b-11e9-a2d0-b3645e528b7a	6e4612e0-1f2b-11e9-a2d0-b3645e528b7a	N
	USD		0	American States Water	US0298991011		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	American States Water	American States Water	cb0b5fb5-5e31-11ea-c63d-036902a9a7a0	cb0b5fb5-5e31-11ea-c63d-036902a9a7a0	cb0b5fb5-5e31-11ea-c63d-036902a9a7a0	N
	USD		0	Tenaris SA	US88031M1099		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Tenaris SA	Tenaris SA	e03b905e-0176-11ea-da1a-52882e817a92	e03b905e-0176-11ea-da1a-52882e817a92	e03b905e-0176-11ea-da1a-52882e817a92	N
	USD		0	GOLD	CA0679011084		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	GOLD	GOLD	24fca204-514c-11e9-b8d0-ec23cf8de3db	24fca204-514c-11e9-b8d0-ec23cf8de3db	24fca204-514c-11e9-b8d0-ec23cf8de3db	N
	SEK	ESSITY ORD	0	ESSITY B	SE0009922164	2017-06-20	0	0A9443	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ESSITY B	ESSITY B	5b052e66-1f2e-11e9-a2d0-b3645e528b7a	5b052e66-1f2e-11e9-a2d0-b3645e528b7a	5b052e66-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	Performance Group	US71377A1034		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Performance Group	Performance Group	38ea7402-856d-11ea-b7e8-9b0947f592a0	38ea7402-856d-11ea-b7e8-9b0947f592a0	38ea7402-856d-11ea-b7e8-9b0947f592a0	N
	EUR	ISAGRO AZIONI SVILUPPO	0	ISGS	IT0005013542	2014-05-16	0	ISAGRO	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ISGS	ISGS	efa40320-1f2a-11e9-a2d0-b3645e528b7a	efa40320-1f2a-11e9-a2d0-b3645e528b7a	efa40320-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	PROCTER & GAMBLE USD	US7427181091		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	PROCTER & GAMBLE USD	PROCTER & GAMBLE USD	250f32d4-514c-11e9-b8d0-ec23cf8de3db	250f32d4-514c-11e9-b8d0-ec23cf8de3db	250f32d4-514c-11e9-b8d0-ec23cf8de3db	N
	USD	QUDIAN ADS REP	0	QUDIAN ADS REP	US7477981069	2019-10-03	0	0E6133	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	QUDIAN ADS REP	QUDIAN ADS REP	c25a267c-e59c-11e9-80e0-42d88dbc676c	c25a267c-e59c-11e9-80e0-42d88dbc676c	c25a267c-e59c-11e9-80e0-42d88dbc676c	N
	USD	PRIMERICA INC	0	PRIMERICA INC	US74164M1080		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	PRIMERICA INC	PRIMERICA INC	250f21f4-514c-11e9-b8d0-ec23cf8de3db	250f21f4-514c-11e9-b8d0-ec23cf8de3db	250f21f4-514c-11e9-b8d0-ec23cf8de3db	N
	USD		0	CORE LABORATORIES	NL0000200384		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	CORE LABORATORIES	CORE LABORATORIES	f83e97ed-2d70-11ea-f47a-e4f7cfc1999a	f83e97ed-2d70-11ea-f47a-e4f7cfc1999a	f83e97ed-2d70-11ea-f47a-e4f7cfc1999a	N
	USD		0	Draganfly	CA26142Q1063		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Draganfly	Draganfly	17411923-849f-11ea-8dd0-b0d0ff814489	17411923-849f-11ea-8dd0-b0d0ff814489	17411923-849f-11ea-8dd0-b0d0ff814489	N
	EUR	MAISONS DU MONDE	0	MAISONS DU MONDE	FR0013153541	2016-06-17	0	0A9054	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	MAISONS DU MONDE	MAISONS DU MONDE	6e4bbb0a-1f2b-11e9-a2d0-b3645e528b7a	6e4bbb0a-1f2b-11e9-a2d0-b3645e528b7a	6e4bbb0a-1f2b-11e9-a2d0-b3645e528b7a	N
	EUR	VALLOUREC	0	VALLOUREC	FR0000120354	2010-10-22	0	0A0683	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	VALLOUREC	VALLOUREC	6e4586a4-1f2b-11e9-a2d0-b3645e528b7a	6e4586a4-1f2b-11e9-a2d0-b3645e528b7a	6e4586a4-1f2b-11e9-a2d0-b3645e528b7a	N
	EUR	STXE 600 BSRS PR	0	STXE 600 BSRS PR	EU0009658624		0		50	Cash	2020-08-28	Indices	Equities	Referential Instruments	STXE 600 BSRS PR	STXE 600 BSRS PR	7d18609a-5151-11e9-b8d0-ec23cf8de3db	7d18609a-5151-11e9-b8d0-ec23cf8de3db	7d18609a-5151-11e9-b8d0-ec23cf8de3db	N
	USD	ENSCO CL A ORD	0	VALARIS	GB00BJVJZD68	2018-01-24	0	0B6294	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	VALARIS	VALARIS	5ab8bc5c-1f2e-11e9-a2d0-b3645e528b7a	5ab8bc5c-1f2e-11e9-a2d0-b3645e528b7a	5ab8bc5c-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	ARCONIC	0	ARCONIC EUR	US03965L1008	2016-11-15	0	Arconic Inc.	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ARCONIC USD	ARCONIC USD	3416d372-1f2e-11e9-a2d0-b3645e528b7a	5b254598-1f2e-11e9-a2d0-b3645e528b7a	5b254598-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	VF ORD	0	VF CORP	US9182041080	2018-01-18	0	0A7976	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	VF CORP	VF CORP	5ab2a236-1f2e-11e9-a2d0-b3645e528b7a	5ab2a236-1f2e-11e9-a2d0-b3645e528b7a	5ab2a236-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	BILIBILI ADS	0	BILIBILI INC ADS	US0900401060	2018-10-04	0	0G7970	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	BILIBILI INC ADS	BILIBILI INC ADS	5a44aec0-1f2e-11e9-a2d0-b3645e528b7a	5a44aec0-1f2e-11e9-a2d0-b3645e528b7a	5a44aec0-1f2e-11e9-a2d0-b3645e528b7a	N
	USD		0	Aurora Cannabis	CA05156X8843		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Aurora Cannabis	Aurora Cannabis	1310422f-33ae-11ea-3e50-4399b127fdaa	1310422f-33ae-11ea-3e50-4399b127fdaa	1310422f-33ae-11ea-3e50-4399b127fdaa	N
	USD		0	Steel Dynamics	US8581191009		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Steel Dynamics	Steel Dynamics	95565ad2-8387-11e9-9de0-fb7987b2f81e	95565ad2-8387-11e9-9de0-fb7987b2f81e	95565ad2-8387-11e9-9de0-fb7987b2f81e	N
	USD	AGCO CRP	0	AGCO CRP	US0010841023		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	AGCO CRP	AGCO CRP	24fe01a8-514c-11e9-b8d0-ec23cf8de3db	24fe01a8-514c-11e9-b8d0-ec23cf8de3db	24fe01a8-514c-11e9-b8d0-ec23cf8de3db	N
	EUR	TALANX	0	TLX	DE000TLX1005	2017-08-25	0	Talanx AG	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TLX	TLX	e33a3752-1f2b-11e9-a2d0-b3645e528b7a	e33a3752-1f2b-11e9-a2d0-b3645e528b7a	e33a3752-1f2b-11e9-a2d0-b3645e528b7a	N
	SEK	ASSA ABLOY B OR	0	ASSA ABLOY B	SE0007100581	2015-06-03	0	ASSA	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ASSA ABLOY B	ASSA ABLOY B	5a8bb626-1f2e-11e9-a2d0-b3645e528b7a	5a8bb626-1f2e-11e9-a2d0-b3645e528b7a	5a8bb626-1f2e-11e9-a2d0-b3645e528b7a	N
	GBP	ROYAL MAIL	0	ROYAL MAIL	GB00BDVZYZ77	2013-10-11	0	RORMG	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	ROYAL MAIL	ROYAL MAIL	5a81a44c-1f2e-11e9-a2d0-b3645e528b7a	5a81a44c-1f2e-11e9-a2d0-b3645e528b7a	5a81a44c-1f2e-11e9-a2d0-b3645e528b7a	N
	USD	MOTOROLA SOLUTI	0	MOTOROLA SOL USD	US6200763075	2018-01-18	0	0C8432	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	MOTOROLA SOL USD	MOTOROLA SOL USD	5a835440-1f2e-11e9-a2d0-b3645e528b7a	5a835440-1f2e-11e9-a2d0-b3645e528b7a	5a835440-1f2e-11e9-a2d0-b3645e528b7a	N
	EUR	ESTX PR	0	ESTX PR	EU0009658186		0		99.941665	Cash	2020-08-28	Indices	Equities	Referential Instruments	ESTX PR	ESTX PR	7d39807c-5151-11e9-b8d0-ec23cf8de3db	7d39807c-5151-11e9-b8d0-ec23cf8de3db	7d39807c-5151-11e9-b8d0-ec23cf8de3db	N
	USD	INTERCEPT PHARA	0	INTERCEPT PHARA	US45845P1084		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	INTERCEPT PHARA	INTERCEPT PHARA	251ed446-514c-11e9-b8d0-ec23cf8de3db	251ed446-514c-11e9-b8d0-ec23cf8de3db	251ed446-514c-11e9-b8d0-ec23cf8de3db	N
	EUR	ASTM	0	AT	IT0000084027	2008-11-10	0	ASTM	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	AT	AT	ef9def3a-1f2a-11e9-a2d0-b3645e528b7a	ef9def3a-1f2a-11e9-a2d0-b3645e528b7a	ef9def3a-1f2a-11e9-a2d0-b3645e528b7a	N
	USD		0	Chuy	US1716041017		0		1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	Chuy	Chuy	38e989a2-856d-11ea-b7e8-9b0947f592a0	38e989a2-856d-11ea-b7e8-9b0947f592a0	38e989a2-856d-11ea-b7e8-9b0947f592a0	N
	USD	TENCENT MUSC EN	0	TENCENT MUSC EN	US88034P1093	2019-10-03	0	0H1094	1	Cash	2020-08-28	Common/Ordinary shares	Equities	Equities	TENCENT MUSC EN	TENCENT MUSC EN	c253fdf6-e59c-11e9-80e0-42d88dbc676c	c253fdf6-e59c-11e9-80e0-42d88dbc676c	c253fdf6-e59c-11e9-80e0-42d88dbc676c	N
