Bof_20200828
ASK	BID	CAPITALFACTOR	CLEANPRICE	CLOSING_ASK	CLOSING_BID	CLOSING_MID	CLOSINGPRICE_DATE	CLOSINGPRICE_TIME	CURRENCY	DIRTYPRICE	F_QDIRTY	INSTRUMENT_FE	INSTRUMENTID_FE	MARKET	MID	PVBP	REALTIME_DATE	REALTIME_TIME	REF_DATE	ROUNDFIGURES	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	SETTLEMENT_DATE	TH_PRICE_FUT	VALUATION_MODE	ZSPREAD	TBRICKS_INSTRUMENT_ID	TH_PRICE
								17:15	EUR			SD3E MAY25 P100 BOND	SD3E MAY25 P100 BOND | 28 MAY 25 | P | E | 2010.2300000000						2020-08-28		Put	Equities	Options		1241.2339113849523	0		89c91fa4-62b4-11e9-b160-4ad6f9df0bf5	757.6913969407285
								17:15	EUR			SD3E MAR26 CCAP	SD3E MAR26 CCAP | 26 MAR 26 | C | E | 2681.3910000000						2020-08-28		Call	Equities	Options		1145.3524362147043	0		116c6fb0-e03c-11e9-a220-4100c975c478	2.7436132335585626
								17:15	EUR			SX5E FEB26 CALL50 OTC - EPSILON	SX5E FEB26 CALL50 OTC - EPSILON | 11 FEB 26 | C | E | 1622.3950000000						2020-08-28		Call	Equities	Options		2922.3888185354645	0		c1167900-7710-11e9-9400-98972329be46	1457.0288192802168
								17:15	EUR			VEI1	VEI1	XAIM	0.00001				2020-08-28		Common/Ordinary shares	Equities	Equities			0		ef9dc6a4-1f2a-11e9-a2d0-b3645e528b7a	0.00001
								17:15	EUR			SX5E JUL27 C100 OTC 2 - EPSILON	SX5E JUL27 C100 OTC 2 - EPSILON | 14 JUL 27 | C | E | 3274.0000000000						2020-08-28		Call	Equities	Options		2836.411381911367	0		76c4a1ee-d23e-11ea-bd10-a0ea0a2aaa8e	394.55970179437077
								17:15	EUR			SX5E JAN24 P100 BOND	SX5E JAN24 P100 BOND | 24 JAN 24 | P | E | 3159.4300000000						2020-08-28		Put	Equities	Options		3157.0309698107294	0		7e7e8a1c-62b4-11e9-b160-4ad6f9df0bf5	429.38394959623133
								17:15	EUR			FTMIB NOV24 C0 BOND	FTMIB NOV24 C0 BOND | 06 NOV 24 | C | E | .0001000000						2020-08-28		Call	Equities	Options		18475.36519047545	0		b23ec59a-7710-11e9-9400-98972329be46	17893.168890779914
								17:15	EUR			IBE FEB25 CALL 3.691 OTC - EPSILON	IBE FEB25 CALL 3.691 OTC - EPSILON | 11 FEB 25 | C | E | 3.6910000000						2020-08-28		Call	Equities	Options		9.218888763885563	0		c10f0e9a-7710-11e9-9400-98972329be46	5.711670845415327
								17:15	EUR			SX5E MAR22 CATM	SX5E MAR22 CATM | 23 MAR 22 | C | E | 3351.7100000000						2020-08-28		Call	Equities	Options		3209.497710788034	0		84ecd7aa-62b4-11e9-b160-4ad6f9df0bf5	245.2591268930712
								17:15	EUR			ENI I 9.75 - OTC - FOND MODENA	ENI I 9.75 - OTC - FOND MODENA | 18 SEP 20 | C | E | 9.7500000000						2020-08-28		Call	Equities	Options		7.9606797466094354	0		bddcdd20-b6f1-11ea-aa70-e4629b3e2a3f	0.00020050012474592122
								17:15	EUR			IDM	IDM	XAIM	2				2020-08-28		Common/Ordinary shares	Equities	Equities			0		efa13c62-1f2a-11e9-a2d0-b3645e528b7a	2
								17:15	EUR			SD3E NOV21 CCAP	SD3E NOV21 CCAP | 23 NOV 21 | C | E | 2770.9682000000						2020-08-28		Call	Equities	Options		1383.9040060924888	0		7183fe5a-62b4-11e9-b160-4ad6f9df0bf5	0.0000014105897206700036
								17:15	EUR			SX5E FEB23 CALL50 OTC - EPSILON	SX5E FEB23 CALL50 OTC - EPSILON | 13 FEB 23 | C | E | 1622.3950000000						2020-08-28		Call	Equities	Options		3127.5469990967413	0		c11535a4-7710-11e9-9400-98972329be46	1581.737722717318
								17:15	EUR			RDSA FEB21 CALL 13.885 OTC - EPSILON	RDSA FEB21 CALL 13.885 OTC - EPSILON | 11 FEB 21 | C | E | 13.8850000000						2020-08-28		Call	Equities	Options		12.369827110900063	0		c11fe5b2-7710-11e9-9400-98972329be46	0.554629365970039
								17:15	EUR			DCX MAR26 CALL 27.57 OTC - EPSILON	DCX MAR26 CALL 27.57 OTC - EPSILON | 13 MAR 26 | C | E | 27.5700000000						2020-08-28		Call	Equities	Options		39.00319363831527	0		bc5e7aca-7710-11e9-9400-98972329be46	16.434596922128456
								17:15	EUR			OPT_SX5E MAY25 CATM - 5002	OPT_SX5E MAY25 CATM - 5002 | 13 MAY 25 | C | E | 3385.7800000000						2020-08-28		Call	Equities	Options		2962.7324590873022	0		bc6decca-9e9d-11ea-a0a0-6b77645bee53	311.06064958018544
								17:15	EUR			OPT_EPC SD3E SEP24 CNP 2Y CAP - 4694	OPT_EPC SD3E SEP24 CNP 2Y CAP - 4694 | 11 SEP 20 | C | E | 78.4548000000						2020-08-28		Call	Equities	Options		1447.9690170246588	0		bc02f370-9e9d-11ea-a0a0-6b77645bee53	1369.7249962168862
								17:15	EUR			UCG I10.50 - OTC CRMODENA FONDACO	UCG I10.50 - OTC CRMODENA FONDACO | 18 SEP 20 | C | E | 10.5000000000						2020-08-28		Call	Equities	Options		8.452567273809667	0		74893c84-b53b-11ea-87b0-5d49e26b18bc	0.009544335150885763
								17:15	EUR			SX7E MAR23 CNP 6Y FLOOR	SX7E MAR23 CNP 6Y FLOOR | 01 MAR 23 | C | E | 1.1801000000						2020-08-28		Call	Equities	Options		60.14886832588783	0		754870ac-62b4-11e9-b160-4ad6f9df0bf5	59.60263806441571
								17:15	EUR			OPT_SX5E APR22 C CAP - 3727	OPT_SX5E APR22 C CAP - 3727 | 28 APR 22 | C | E | 4178.9298000000						2020-08-28		Call	Equities	Options		3200.756232939963	0		bb7a3d0a-9e9d-11ea-a0a0-6b77645bee53	26.87140782300827
								17:15	EUR			G FEB21 CALL 7.775 OTC - EPSILON	G FEB21 CALL 7.775 OTC - EPSILON | 11 FEB 21 | C | E | 7.7750000000						2020-08-28		Call	Equities	Options		13.053364465505858	0		c102a786-7710-11e9-9400-98972329be46	5.346140876772673
								17:15	EUR			OTC SD3E c1900 DEC25 - JPM	OTC SD3E c1900 DEC25 - JPM | 19 DEC 25 | C | E | 1900.0000000000						2020-08-28		Call	Equities	Options		1164.721942189713	0		c1bfc79e-7710-11e9-9400-98972329be46	24.11068224544357
								17:15	EUR			1_SASY G96.93  - OTC EPSILON	1_SASY G96.93  - OTC EPSILON | 02 JUL 21 | C | E | 96.9300000000						2020-08-28		Call	Equities	Options		82.06216842674853	0		8538ac9e-bf73-11ea-bce0-8115db2a4329	1.7523502121453909
								17:15	EUR			OPT_SD3E JUN19 BDT C66.66 4Y - 5060	OPT_SD3E JUN19 BDT C66.66 4Y - 5060 | 22 JUN 23 | C | E | 1277.9600000000						2020-08-28		Call	Equities	Options		1273.9854962556328	0		bc77d6a4-9e9d-11ea-a0a0-6b77645bee53	166.40853507928784
								17:15	EUR			OPT_SX5E OCT22 CATM - 3893	OPT_SX5E OCT22 CATM - 3893 | 14 OCT 22 | C | E | 3008.7200000000						2020-08-28		Call	Equities	Options		3142.1851786742154	0		bba36752-9e9d-11ea-a0a0-6b77645bee53	444.2445491112294
								17:15	EUR			SD3E NOV26 PATM	SD3E NOV26 PATM | 18 NOV 26 | P | E | 2072.2600000000						2020-08-28		Put	Equities	Options		1111.872985894699	0		048ec3ba-0c3d-11ea-a960-70eafec178a3	994.954756658441
								17:15	EUR			SX6E NOV25 P100 BOND	SX6E NOV25 P100 BOND | 26 NOV 25 | P | E | 279.5300000000						2020-08-28		Put	Equities	Options		303.6650201018118	0		82aaf22e-62b4-11e9-b160-4ad6f9df0bf5	39.036634436552035
								17:15	EUR			OPT_SD3E MAY25 CATM - 4542	OPT_SD3E MAY25 CATM - 4542 | 28 MAY 25 | C | E | 2010.2300000000						2020-08-28		Call	Equities	Options		1164.8208872919167	0		bbee7d32-9e9d-11ea-a0a0-6b77645bee53	13.400629301686052
								17:15	EUR			SX5E APR22 CCAP	SX5E APR22 CCAP | 07 APR 22 | C | E | 4711.1286000000						2020-08-28		Call	Equities	Options		3206.8343851594536	0		82d01c66-62b4-11e9-b160-4ad6f9df0bf5	4.105252115322465
								17:15	USD			SPX MAY24 CATM	SPX MAY24 CATM | 29 MAY 24 | C | E | 2752.0600000000						2020-08-28		Call	Equities	Options		3397.392050156352	0		3564575e-85a9-11e9-bc50-d8e42f759887	940.3380403744018
								17:15	EUR			OPT_EPC SD3E NOV21 CNP 2Y CAP - 4761	OPT_EPC SD3E NOV21 CNP 2Y CAP - 4761 | 16 NOV 20 | C | E | 82.7090600000						2020-08-28		Call	Equities	Options		1442.2924840199314	0		bc227182-9e9d-11ea-a0a0-6b77645bee53	1360.7067307438408
								17:15	EUR			SX5E MAY24 C100 BOND	SX5E MAY24 C100 BOND | 08 MAY 24 | C | E | 3361.0500000000						2020-08-28		Call	Equities	Options		3158.527470862223	0		bbf02a66-7710-11e9-9400-98972329be46	345.77327426501984
								17:15	EUR			OPT_SX7E MAR23 PATM - 4033	OPT_SX7E MAR23 PATM - 4033 | 01 MAR 23 | P | E | 118.0100000000						2020-08-28		Put	Equities	Options		60.14886832588783	0		bbb5b0ce-9e9d-11ea-a0a0-6b77645bee53	59.170996797392874
								17:15	EUR			EP3 G NOV23 CALL100	EP3 G NOV23 CALL100 | 17 NOV 23 | C | E | 14.4600000000						2020-08-28		Call	Equities	Options		11.30506073303923	0		84626d68-62b4-11e9-b160-4ad6f9df0bf5	0.6728177703157865
								17:15	EUR			SX5E APR22 C100 BOND	SX5E APR22 C100 BOND | 28 APR 22 | C | E | 3028.2100000000						2020-08-28		Call	Equities	Options		3241.1400137965898	0		815e1f4a-62b4-11e9-b160-4ad6f9df0bf5	456.0268845540386
								17:15	EUR			OPT_SX5E APR22 CATM - 4521	OPT_SX5E APR22 CATM - 4521 | 07 APR 22 | C | E | 3438.7800000000						2020-08-28		Call	Equities	Options		3206.8343851594536	0		bbea7200-9e9d-11ea-a0a0-6b77645bee53	205.4485742574036
								17:15	EUR			EPC ENI SEP25 CATM	EPC ENI SEP25 CATM | 26 SEP 25 | C | E | 14.0073000000						2020-08-28		Call	Equities	Options		5.917151142940402	0		32c6e0fc-e035-11e9-a220-4100c975c478	0.046170250518049905
								17:15	EUR			OPT_EP CED FTMIB JAN25 PATM - 4842	OPT_EP CED FTMIB JAN25 PATM - 4842 | 29 JAN 25 | P | E | 19771.5500000000						2020-08-28		Put	Equities	Options		17494.458848945393	0		bc434718-9e9d-11ea-a0a0-6b77645bee53	4617.19854338703
								17:15	EUR			FTMIB NOV24 C100 BOND	FTMIB NOV24 C100 BOND | 06 NOV 24 | C | E | 21219.1400000000						2020-08-28		Call	Equities	Options		18475.36519047545	0		b23f01a4-7710-11e9-9400-98972329be46	2056.2825034023663
								17:15	GBP			CRH	CRH	XLON					2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a46c73c-1f2e-11e9-a2d0-b3645e528b7a	
								17:15	EUR			OPT_SX5E MAR23 C159 - 4031	OPT_SX5E MAR23 C159 - 4031 | 01 MAR 23 | C | E | 5381.6890000000						2020-08-28		Call	Equities	Options		3126.710939132419	0		bbb47b00-9e9d-11ea-a0a0-6b77645bee53	3.5013167897079214
								17:15	EUR			EPC ENI AUG22 CNP 4Y CAP	EPC ENI AUG22 CNP 4Y CAP | 10 AUG 22 | C | E | .2610000000						2020-08-28		Call	Equities	Options		7.265630173979904	0		734b72e0-62b4-11e9-b160-4ad6f9df0bf5	7.066489441669037
								17:15	EUR			OPT_SX5E DEC21 PATM - 3624	OPT_SX5E DEC21 PATM - 3624 | 23 DEC 21 | P | E | 3314.2800000000						2020-08-28		Put	Equities	Options		3218.190139812389	0		bb5285d0-9e9d-11ea-a0a0-6b77645bee53	346.9944534372753
								17:15	EUR			SX5E DEC21 C100 BOND	SX5E DEC21 C100 BOND | 23 DEC 21 | C | E | 3314.2800000000						2020-08-28		Call	Equities	Options		3241.54133296138	0		7f38aece-62b4-11e9-b160-4ad6f9df0bf5	260.19704300683634
								17:15	EUR			SX7E JUL22 CATM	SX7E JUL22 CATM | 15 JUL 22 | C | E | 89.5900000000						2020-08-28		Call	Equities	Options		60.51966785052935	0		85813f30-62b4-11e9-b160-4ad6f9df0bf5	1.8097165246431501
								17:15	EUR			NATURGY MAR25 CALL 12.31 OTC - EPSILON	NATURGY MAR25 CALL 12.31 OTC - EPSILON | 13 MAR 25 | C | E | 12.3100000000						2020-08-28		Call	Equities	Options		11.20991727081037	0		bc51f8e0-7710-11e9-9400-98972329be46	1.4603409366809537
								17:15	EUR			EP CED DEC25 SX5E DEC25 CALL50 6Y	EP CED DEC25 SX5E DEC25 CALL50 6Y | 23 DEC 24 | C | E | 1493.2650000000						2020-08-28		Call	Equities	Options		2986.4305562033637	0		7bb3b9f6-62b4-11e9-b160-4ad6f9df0bf5	1610.676341289548
								17:15	USD			OPT_SPX DEC21 CCAP - 3627	OPT_SPX DEC21 CCAP - 3627 | 23 DEC 21 | C | E | 3034.4060000000						2020-08-28		Call	Equities	Options		3457.6157828242704	0		bb6131a2-9e9d-11ea-a0a0-6b77645bee53	614.0246900920804
								17:15	EUR			OPT_SX5E DEC21 P90 - 3683	OPT_SX5E DEC21 P90 - 3683 | 21 FEB 22 | P | E | 2636.2440000000						2020-08-28		Put	Equities	Options		3211.142039813466	0		bb6f18e4-9e9d-11ea-a0a0-6b77645bee53	142.31856072806545
								17:15	EUR			EPC ENI AUG22 CALL100	EPC ENI AUG22 CALL100 | 10 AUG 22 | C | E | 16.1000000000						2020-08-28		Call	Equities	Options		7.265630173979904	0		733ea646-62b4-11e9-b160-4ad6f9df0bf5	0.0043410001956429856
								17:15	EUR			DJES50 C 2834.9 25 - 5631	DJES50 C 2834.9 25 - 5631 | 17 APR 25 | C | E | 2834.9000000000						2020-08-28		Call	Equities	Options		2978.191732091022	0		8c72e7b4-8548-11ea-b480-2fb2cc0a828d	574.1864215088012
								17:15	EUR			AXA FEB26 CALL 10.91 OTC - EPSILON	AXA FEB26 CALL 10.91 OTC - EPSILON | 11 FEB 26 | C | E | 10.9100000000						2020-08-28		Call	Equities	Options		13.849826067937817	0		c1076c44-7710-11e9-9400-98972329be46	4.625599514873055
								17:15	EUR			EPC G JUN21 CALL ATM  IPB	EPC G JUN21 CALL ATM  IPB | 29 JUN 21 | C | E | 14.6000000000						2020-08-28		Call	Equities	Options		12.510384978478212	0		83c0bb3a-62b4-11e9-b160-4ad6f9df0bf5	0.2937108048468766
								17:15	EUR			SX6E JUL26 CATM	SX6E JUL26 CATM | 29 JUL 26 | C | E | 323.2900000000						2020-08-28		Call	Equities	Options		272.99725717751454	0		a3859ae0-b353-11e9-b550-9403f430e0d1	30.479746851267166
								17:15	EUR			SX5E MAY25 C0 BOND	SX5E MAY25 C0 BOND | 13 MAY 25 | C | E | .0001000000						2020-08-28		Call	Equities	Options		3144.8638126395085	0		bf05f79e-7710-11e9-9400-98972329be46	3019.984216563734
								17:15	EUR			SX5E JAN24 C100 BOND	SX5E JAN24 C100 BOND | 24 JAN 24 | C | E | 3159.4300000000						2020-08-28		Call	Equities	Options		3157.0309698107294	0		7e7e6e93-62b4-11e9-b160-4ad6f9df0bf5	427.03151521240716
								17:15	EUR			SX5E DEC21 CATM	SX5E DEC21 CATM | 23 DEC 21 | C | E | 3314.2800000000						2020-08-28		Call	Equities	Options		3218.190139812389	0		7f391968-62b4-11e9-b160-4ad6f9df0bf5	250.34926591236217
								17:15	EUR			EP3 SXDP SEPT20 BDT CALL ATM	EP3 SXDP SEPT20 BDT CALL ATM | 23 SEP 20 | C | E | 740.8100000000						2020-08-28		Call	Equities	Options		883.54858391029	0		82300172-62b4-11e9-b160-4ad6f9df0bf5	142.84316620445463
								17:15	USD			SPX JAN22 CALL 130	SPX JAN22 CALL 130 | 03 JAN 22 | C | E | 3493.8020000000						2020-08-28		Call	Equities	Options		3457.462298707788	0		7e902c86-62b4-11e9-b160-4ad6f9df0bf5	303.4700597368517
								17:15	EUR			SX5E FEB22 C100 BOND PKB	SX5E FEB22 C100 BOND PKB | 14 FEB 22 | C | E | 3488.0800000000						2020-08-28		Call	Equities	Options		3242.1359610927634	0		7f323405-62b4-11e9-b160-4ad6f9df0bf5	185.94220386829306
								17:15	EUR			OPT_CERT SD3E NOV25 BDT CALL50 7Y - 4791	OPT_CERT SD3E NOV25 BDT CALL50 7Y - 4791 | 26 NOV 25 | C | E | 952.7500000000						2020-08-28		Call	Equities	Options		1156.9437931790437	0		bc1cf27a-9e9d-11ea-a0a0-6b77645bee53	326.1879724758055
								17:15	EUR			SX6E MAR23 PATM	SX6E MAR23 PATM | 29 MAR 23 | P | E | 260.2100000000						2020-08-28		Put	Equities	Options		316.5719614470637	0		7d8f9a2e-62b4-11e9-b160-4ad6f9df0bf5	19.20027101525241
								17:15	EUR			OPT_SD3E MAR22 P95 - 3707	OPT_SD3E MAR22 P95 - 3707 | 29 MAR 22 | P | E | 1734.4245000000						2020-08-28		Put	Equities	Options		1369.8153783071518	0		bb737e48-9e9d-11ea-a0a0-6b77645bee53	381.4101289355194
								17:15	EUR			3_BAYG G70.08 21 - OTC EPSILON	3_BAYG G70.08 21 - OTC EPSILON | 02 JUL 21 | C | E | 70.0800000000						2020-08-28		Call	Equities	Options		53.086350452577165	0		bf072a64-bd1a-11ea-b0d0-9b6fd5f0ec96	1.1192838114878079
								17:15	EUR			SX6E NOV25 CCAP	SX6E NOV25 CCAP | 26 NOV 25 | C | E | 419.2950000000						2020-08-28		Call	Equities	Options		282.59601419313947	0		82ab90a8-62b4-11e9-b160-4ad6f9df0bf5	10.278053024699169
								17:15	EUR			OPT_EPC SD3E SEP24 CATM - 4694	OPT_EPC SD3E SEP24 CATM - 4694 | 09 SEP 24 | C | E | 1958.8700000000						2020-08-28		Call	Equities	Options		1212.374287189254	0		bbfd0320-9e9d-11ea-a0a0-6b77645bee53	13.884627666265999
								17:15	EUR			SD3E NOV24 C100 BOND	SD3E NOV24 C100 BOND | 27 NOV 24 | C | E | 2146.9100000000						2020-08-28		Call	Equities	Options		1272.7412923036904	0		75d4316e-62b4-11e9-b160-4ad6f9df0bf5	12.109887440927054
								17:15	EUR			SD3E SEP22 P100 BOND	SD3E SEP22 P100 BOND | 12 SEP 22 | P | E | 1767.5100000000						2020-08-28		Put	Equities	Options		1355.2709252819936	0		83416bd2-62b4-11e9-b160-4ad6f9df0bf5	424.9966436742718
								17:15	EUR			25643983	25643983 | 17 DEC 21 | P | E | 4.6000000000						2020-08-28		Put	Equities	Options		7.322850686540448	0		b941db8e-7710-11e9-9400-98972329be46	0.13336384872653329
								17:15	EUR			0_DJ_HLT C 594.916 21 - 5800	0_DJ_HLT C 594.916 21 - 5800 | 26 JUL 21 | C | E | 594.9164110000						2020-08-28		Call	Equities	Options		867.9531293707013	0		cebc691c-d357-11ea-b020-c0ba487f3c04	280.3498393254796
								17:15	EUR			SX6E SEP22 C0 BOND	SX6E SEP22 C0 BOND | 12 SEP 22 | C | E | .0001000000						2020-08-28		Call	Equities	Options		327.00623956099764	0		833bdfbe-62b4-11e9-b160-4ad6f9df0bf5	324.10507315140075
								17:15	USD			DJGT SEP20 C100 BOND	DJGT SEP20 C100 BOND | 03 SEP 20 | C | E | 220.8500000000						2020-08-28		Call	Equities	Options		420.4395463452762	0		822decac-62b4-11e9-b160-4ad6f9df0bf5	199.5782032317339
								17:15	EUR			CERT SD3E NOV25 BDT CALL50 2Y	CERT SD3E NOV25 BDT CALL50 2Y | 24 NOV 20 | C | E | 952.7500000000						2020-08-28		Call	Equities	Options		1442.1705911087643	0		81144866-62b4-11e9-b160-4ad6f9df0bf5	492.1971622884204
								17:15	EUR			NATURGY MAR26 CALL 12.31 OTC - EPSILON	NATURGY MAR26 CALL 12.31 OTC - EPSILON | 13 MAR 26 | C | E | 12.3100000000						2020-08-28		Call	Equities	Options		10.157867292458743	0		bc52174e-7710-11e9-9400-98972329be46	1.1353702088633644
								17:15	EUR			ENI MAR26 CALL 7.99 OTC - EPSILON	ENI MAR26 CALL 7.99 OTC - EPSILON | 13 MAR 26 | C | E | 7.9900000000						2020-08-28		Call	Equities	Options		5.913318235505631	0		bc4f42b2-7710-11e9-9400-98972329be46	0.7049169888123201
								17:15	EUR			OPT_EPC SX5E MAR24 CATM - 4896	OPT_EPC SX5E MAR24 CATM - 4896 | 25 MAR 24 | C | E | 3300.4800000000						2020-08-28		Call	Equities	Options		3048.9894902770166	0		bc5040a8-9e9d-11ea-a0a0-6b77645bee53	325.45100008277905
								17:15	EUR			OTC SD3E c1900 DEC25 - JPM2	OTC SD3E c1900 DEC25 - JPM2 | 19 DEC 25 | C | E | 1900.0000000000						2020-08-28		Call	Equities	Options		1164.721942189713	0		bf4cb134-7710-11e9-9400-98972329be46	24.11068224544357
								17:15	EUR			1_LVMH H485.29 - OTC EPSILON	1_LVMH H485.29 - OTC EPSILON | 05 AUG 21 | C | E | 485.2900000000						2020-08-28		Call	Equities	Options		392.3714158565679	0		82f055de-d6ef-11ea-9a70-8c74e2c4ffa0	10.263883885348761
								17:15	EUR			OTC SD3E P2100 DEC22 - JPM	OTC SD3E P2100 DEC22 - JPM | 16 DEC 22 | P | E | 2100.0000000000						2020-08-28		Put	Equities	Options		1325.3681194468522	0		b9a29dde-7710-11e9-9400-98972329be46	784.3926097018802
								17:15	EUR			OPT_SX6E JUL26 CCAP - 5112	OPT_SX6E JUL26 CCAP - 5112 | 29 JUL 26 | C | E | 446.1402000000						2020-08-28		Call	Equities	Options		272.99725717751454	0		7e83a462-aef7-11ea-8700-3d076c78611f	7.800985772193108
								17:15	EUR			ENI MAR25 CALL 7.99 OTC - EPSILON	ENI MAR25 CALL 7.99 OTC - EPSILON | 13 MAR 25 | C | E | 7.9900000000						2020-08-28		Call	Equities	Options		6.329488849566575	0		bc4f2ade-7710-11e9-9400-98972329be46	0.7975295535858837
								17:15	EUR			ENEL X4.8 Dec22 - OTC - STRUTT	ENEL X4.8 Dec22 - OTC - STRUTT | 16 DEC 22 | P | A | 4.8000000000						2020-08-28		Put	Equities	Options		7.012201871375898	0		b7eff2f2-7710-11e9-9400-98972329be46	0.27034960234648375
								17:15	EUR			OPT_DDAXK MAY22 CATM - 3769	OPT_DDAXK MAY22 CATM - 3769 | 26 MAY 22 | C | E | 145.8900000000						2020-08-28		Call	Equities	Options		137.47278284885087	0		bb7e0796-9e9d-11ea-a0a0-6b77645bee53	12.404698769804156
								17:15	EUR			SX5E MAR23 CALL50 OTC - EPSILON MAR26	SX5E MAR23 CALL50 OTC - EPSILON MAR26 | 13 MAR 23 | C | E | 1717.0000000000						2020-08-28		Call	Equities	Options		3126.261014991751	0		bf067aa2-7710-11e9-9400-98972329be46	1495.2049902702424
								17:15	EUR			EPC G JUN21 CALL100  BOND IPB	EPC G JUN21 CALL100  BOND IPB | 29 JUN 21 | C | E | 14.6000000000						2020-08-28		Call	Equities	Options		12.529116095081653	0		83c091fa-62b4-11e9-b160-4ad6f9df0bf5	0.29768198059435536
								17:15	EUR			OPT_SX5E MAR22 P85 - 4894	OPT_SX5E MAR22 P85 - 4894 | 23 MAR 22 | P | E | 2848.9535000000						2020-08-28		Put	Equities	Options		3209.497710788034	0		bc53633c-9e9d-11ea-a0a0-6b77645bee53	197.96457574391968
								17:15	EUR			SD3E FEB23 CALL50 OTC - EPSILON	SD3E FEB23 CALL50 OTC - EPSILON | 13 FEB 23 | C | E | 954.4350000000						2020-08-28		Call	Equities	Options		1319.2442395056098	0		c11a58b8-7710-11e9-9400-98972329be46	423.3721075553576
								17:15	EUR			SD3E MAY25 CATM	SD3E MAY25 CATM | 06 MAY 25 | C | E | 1984.9900000000						2020-08-28		Call	Equities	Options		1174.8157068473354	0		b252f434-7710-11e9-9400-98972329be46	15.026089932801725
								17:15	EUR			OTC SD3E P1800 DEC22 - EQ STRUCT	OTC SD3E P1800 DEC22 - EQ STRUCT | 16 DEC 22 | P | E | 1800.0000000000						2020-08-28		Put	Equities	Options		1325.3681194468522	0		bbe39cd8-7710-11e9-9400-98972329be46	493.628875417392
								17:15	EUR			OPT_SX5E MAR22 CATM - 4894	OPT_SX5E MAR22 CATM - 4894 | 23 MAR 22 | C | E | 3351.7100000000						2020-08-28		Call	Equities	Options		3209.497710788034	0		bc54763c-9e9d-11ea-a0a0-6b77645bee53	245.2591268930712
								17:15	EUR			EPC SX5E OCT23 CALL100 BOND	EPC SX5E OCT23 CALL100 BOND | 19 OCT 23 | C | E | 3190.0900000000						2020-08-28		Call	Equities	Options		3155.0837920143003	0		722b8d6f-62b4-11e9-b160-4ad6f9df0bf5	398.03589793126616
								17:15	EUR			0_DJ_HLT C 594.916 24 - 5800	0_DJ_HLT C 594.916 24 - 5800 | 25 JUL 24 | C | E | 594.9164110000						2020-08-28		Call	Equities	Options		817.3690655299926	0		cec1e3b0-d357-11ea-b020-c0ba487f3c04	272.0515694957485
								17:15	EUR			SX5E MAR21 CALL50 OTC 2 - EPSILON MAR26	SX5E MAR21 CALL50 OTC 2 - EPSILON MAR26 | 15 MAR 21 | C | E | 1732.0000000000						2020-08-28		Call	Equities	Options		3296.233146282354	0		c0d7f522-7710-11e9-9400-98972329be46	1577.642287619909
								17:15	EUR			OPT_STXE OCT21 CATM - 3587	OPT_STXE OCT21 CATM - 3587 | 26 OCT 21 | C | E | 3418.2300000000						2020-08-28		Call	Equities	Options		3225.5961303204085	0		bb48450c-9e9d-11ea-a0a0-6b77645bee53	185.80384421797885
								17:15	EUR			OPT_SD3E OCT23 CATM - 4749	OPT_SD3E OCT23 CATM - 4749 | 23 OCT 23 | C | E | 1892.7600000000						2020-08-28		Call	Equities	Options		1266.5358588344166	0		bc0f4c74-9e9d-11ea-a0a0-6b77645bee53	12.257188290368092
								17:15	EUR			CERT SD3E NOV25 BDT CALL100 BOND	CERT SD3E NOV25 BDT CALL100 BOND | 26 NOV 25 | C | E | 1905.5000000000						2020-08-28		Call	Equities	Options		1244.6634136335372	0		8112d3aa-62b4-11e9-b160-4ad6f9df0bf5	32.61444879685999
								17:15	EUR			SX6E MAR23 CCAP	SX6E MAR23 CCAP | 29 MAR 23 | C | E | 364.2940000000						2020-08-28		Call	Equities	Options		316.5719614470637	0		7d8fccce-62b4-11e9-b160-4ad6f9df0bf5	22.50234320684457
								17:15	EUR			EPC SD3E NOV21 CNP 2Y FLOOR	EPC SD3E NOV21 CNP 2Y FLOOR | 16 NOV 20 | C | E | .1000000000						2020-08-28		Call	Equities	Options		1442.2924840199314	0		7dc92456-62b4-11e9-b160-4ad6f9df0bf5	1443.3840434975257
								17:15	EUR			SD3E MAR25 P100 BOND	SD3E MAR25 P100 BOND | 26 MAR 25 | P | E | 2006.9100000000						2020-08-28		Put	Equities	Options		1270.3067103840244	0		8358aad6-62b4-11e9-b160-4ad6f9df0bf5	730.7355254658914
								17:15	EUR			OPT_EP CED DEC25 SX5E DEC25 CALL50 6Y - 4815	OPT_EP CED DEC25 SX5E DEC25 CALL50 6Y - 4815 | 23 DEC 24 | C | E | 1493.2650000000						2020-08-28		Call	Equities	Options		2986.4305562033637	0		bc3079da-9e9d-11ea-a0a0-6b77645bee53	1610.6763412895473
								17:15	EUR			TITL L0.475 - OTC CARIMONTE	TITL L0.475 - OTC CARIMONTE | 18 DEC 20 | C | E | .4750000000						2020-08-28		Call	Equities	Options		0.40138102248064206	0		76d29a66-e90d-11ea-a590-49499a438f10	0.011387595772458597
								17:15	EUR			0_SDGP C 3304.594 25 - 5851	0_SDGP C 3304.594 25 - 5851 | 07 AUG 25 | C | E | 3304.5935000000						2020-08-28		Call	Equities	Options		1886.325634917791	0		ab208de2-dc82-11ea-a960-6e0f8172dac5	14.730305218639984
